ID,Genus,Species,Sex,Place,Date,IT,Weigth..g.,Head.weight..g.,Plant,Brain.Weight..mg.,No.optic.lobes.weight,Country,Notes
33,Ceratina,Ceratina calcarata,Female,USA,,2.08,NA,NA,,0.46,NA,USA,
49,Ceratina,Ceratina calcarata,Female,USA,,2.79,NA,NA,,NA,NA,USA,
51,Ceratina,Ceratina calcarata,Male,USA,,2.89,NA,NA,,NA,NA,USA,
116,Ceratina,Ceratina calcarata,Male,USA,,1.91,NA,NA,,NA,NA,USA,
134,Ceratina,Ceratina calcarata,Female,USA,,1.83,NA,NA,,0.43,NA,USA,
136,Ceratina,Ceratina calcarata,Female,USA,,1.98,NA,NA,,NA,NA,USA,
158,Ceratina,Ceratina calcarata,Female,USA,,1.88,NA,NA,,NA,NA,USA,
208,Ceratina,Ceratina calcarata,Male,USA,,2.39,NA,NA,,0.4,NA,USA,
106,Colletes,Colletes simulans,Female,USA,,3.58,NA,NA,,NA,NA,USA,
109,Colletes,Colletes simulans,Female,USA,,3.89,NA,NA,,NA,NA,USA,
113,Colletes,Colletes simulans,Female,USA,,3.7,NA,NA,,NA,NA,USA,
145,Colletes,Colletes simulans,Male,USA,,3.32,NA,NA,,NA,NA,USA,
159,Colletes,Colletes compactus,Female,USA,,3.94,NA,NA,,NA,NA,USA,
73,Epeolus,Epeolus scutellaris,Male,USA,,2.58,NA,NA,,NA,NA,USA,
79,Epeolus,Epeolus scutellaris,Male,USA,,2.83,NA,NA,,NA,NA,USA,
60,Halictus,Halictus confusus,Male,USA,,2.74,NA,NA,,NA,NA,USA,
210,Halictus,Halictus confusus,Female,USA,,2.39,NA,NA,,0.56,NA,USA,
97,Halictus,Halictus ligatus,Male,USA,,2.59,NA,NA,,NA,NA,USA,
118,Halictus,Halictus ligatus,Male,USA,,2.59,NA,NA,,NA,NA,USA,
124,Halictus,Halictus ligatus,Male,USA,,2.16,NA,NA,,NA,NA,USA,
125,Halictus,Halictus ligatus,Male,USA,,2.1,NA,NA,,NA,NA,USA,
139,Halictus,Halictus ligatus,Male,USA,,2.28,NA,NA,,0.67,NA,USA,
140,Halictus,Halictus ligatus,Male,USA,,2.52,NA,NA,,0.73,NA,USA,
141,Halictus,Halictus ligatus,Male,USA,,1.88,NA,NA,,0.63,NA,USA,
142,Halictus,Halictus ligatus,Male,USA,,2.23,NA,NA,,0.72,NA,USA,
216,Halictus,Halictus ligatus,Female,USA,,3.21,NA,NA,,0.72,NA,USA,
217,Halictus,Halictus ligatus,Female,USA,,3.34,NA,NA,,0.7,NA,USA,
219,Hylaeus,Hylaeus mesillae,Female,USA,,1.76,NA,NA,,0.34,NA,USA,
220,Hylaeus,Hylaeus modestus,Female,USA,,2.08,NA,NA,,0.31,NA,USA,
99,Hylaeus,Hylaeus modestus,Female,USA,,0.99,NA,NA,,NA,NA,USA,
101,Hylaeus,Hylaeus modestus,Female,USA,,1.48,NA,NA,,NA,NA,USA,
144,Lasioglossum,Lasioglossum coriaceum,Male,USA,,2.52,NA,NA,,NA,NA,USA,
32,Lasioglossum,Lasioglossum cressonii,Female,USA,,2,NA,NA,,NA,NA,USA,
223,Lasioglossum,Lasioglossum dialictus spp,Female,USA,,1.89,NA,NA,,0.31,NA,USA,
43,Lasioglossum,Lasioglossum imitatum,Female,USA,,1.74,NA,NA,,NA,NA,USA,
55,Lasioglossum,Lasioglossum imitatum,Female,USA,,1.79,NA,NA,,NA,NA,USA,
137,Lasioglossum,Lasioglossum imitatum,Female,USA,,1.09,NA,NA,,NA,NA,USA,
157,Lasioglossum,Lasioglossum imitatum,Male,USA,,1.34,NA,NA,,NA,NA,USA,
161,Lasioglossum,Lasioglossum imitatum,Male,USA,,1.19,NA,NA,,NA,NA,USA,
163,Lasioglossum,Lasioglossum imitatum,Female,USA,,1.29,NA,NA,,NA,NA,USA,
44,Lasioglossum,Lasioglossum sp,Male,USA,,1.74,NA,NA,,NA,NA,USA,
58,Lasioglossum,Lasioglossum sp,Male,USA,,2.42,NA,NA,,NA,NA,USA,
62,Lasioglossum,Lasioglossum sp,Male,USA,,2.63,NA,NA,,NA,NA,USA,
66,Lasioglossum,Lasioglossum sp,Male,USA,,2.21,NA,NA,,NA,NA,USA,
93,Lasioglossum,Lasioglossum sp,Male,USA,,1.79,NA,NA,,NA,NA,USA,
123,Lasioglossum,Lasioglossum sp,Male,USA,,1.79,NA,NA,,NA,NA,USA,
160,Lasioglossum,Lasioglossum sp,Male,USA,,1.29,NA,NA,,NA,NA,USA,
162,Lasioglossum,Lasioglossum sp,Male,USA,,1.49,NA,NA,,NA,NA,USA,
89,Megachile,Megachile centuncularis,Female,USA,,3.69,NA,NA,,NA,NA,USA,
115,Megachile,Megachile latimanus,Female,USA,,5,NA,NA,,NA,NA,USA,
114,Megachile,Megachile mendica,Female,USA,,4.01,NA,NA,,NA,NA,USA,
69,Megachile,Megachile mucida,Female,USA,,4.43,NA,NA,,NA,NA,USA,
224,Megachile,Megachile pugnata,Female,USA,,6.43,NA,NA,,3,NA,USA,
98,Megachile,Megachile relativa,Female,USA,,3.64,NA,NA,,NA,NA,USA,
104,Megachile,Megachile relativa,Female,USA,,3.64,NA,NA,,NA,NA,USA,
107,Megachile,Megachile relativa,Female,USA,,3.69,NA,NA,,NA,NA,USA,
225,Megachile,Megachile rotundata,Female,USA,,4.1,NA,NA,,2,NA,USA,
52,Megachile,Megachile rotundata,Female,USA,,4.05,NA,NA,,1.2,NA,USA,
72,Megachile,Megachile rotundata,Male,USA,,2.71,NA,NA,,NA,NA,USA,
77,Megachile,Megachile rotundata,Male,USA,,3.79,NA,NA,,NA,NA,USA,
59,Melissodes,Melissodes agilis,Male,USA,,4.37,NA,NA,,NA,NA,USA,
132,Melissodes,Melissodes bimaculata,Female,USA,,3.7,NA,NA,,NA,NA,USA,
133,Melissodes,Melissodes bimaculata,Female,USA,,3.52,NA,NA,,NA,NA,USA,
112,Melissodes,Melissodes disponsa,Female,USA,,3.4,NA,NA,,NA,NA,USA,
131,Melissodes,Melissodes disponsa,Female,USA,,3.89,NA,NA,,NA,NA,USA,
226,Nomada,Nomada cressonii,Female,USA,,3.34,NA,NA,,1.76,NA,USA,
227,Nomada,Nomada luteoloides,Female,USA,,3.53,NA,NA,,1.7,NA,USA,
27,Xylocopa,Xylocopa virginica,Female,USA,,7.65,NA,NA,,5.1,NA,USA,
61,Xylocopa,Xylocopa virginica,Female,USA,,7.16,NA,NA,,4.8,NA,USA,
67,Xylocopa,Xylocopa virginica,Female,USA,,7.53,NA,NA,,5.2,NA,USA,
74,Xylocopa,Xylocopa virginica,Female,USA,,7.78,NA,NA,,5.6,NA,USA,
82,Xylocopa,Xylocopa virginica,Female,USA,,7.9,NA,NA,,5.3,NA,USA,
83,Xylocopa,Xylocopa virginica,Male,USA,,8.4,NA,NA,,5.5,NA,USA,
87,Xylocopa,Xylocopa virginica,Male,USA,,8.52,NA,NA,,5.6,NA,USA,
117,Xylocopa,Xylocopa virginica,Male,USA,,8.15,NA,NA,,NA,NA,USA,
122,Xylocopa,Xylocopa virginica,Female,USA,,7.41,NA,NA,,NA,NA,USA,
135,Xylocopa,Xylocopa virginica,Female,USA,,7.65,NA,NA,,NA,NA,USA,
