log_it,log_brain_weight,Species,cond__,effect1__,estimate__,se__,lower__,upper__
-0.11765804346823246,0.04664608827413862,NA,1,-0.11765804346823246,-1.9792489953722718,0.18598767792478224,-2.364416829381403,-1.610944320032927
-0.09677934751064611,0.04664608827413862,NA,1,-0.09677934751064611,-1.9407809983669302,0.18447971549498873,-2.3229376055796442,-1.576152914605085
-0.07590065155305978,0.04664608827413862,NA,1,-0.07590065155305978,-1.9023026912472747,0.18286795569753353,-2.2829646057991058,-1.5413319210486252
-0.05502195559547343,0.04664608827413862,NA,1,-0.05502195559547343,-1.8637254351056294,0.1818403606899472,-2.2432715758827624,-1.5058457355802708
-0.034143259637887086,0.04664608827413862,NA,1,-0.034143259637887086,-1.8255732024145348,0.18049075216387184,-2.202980985409349,-1.469128256768577
-0.01326456368030074,0.04664608827413862,NA,1,-0.01326456368030074,-1.787192736757989,0.17971447293445128,-2.1617849994227107,-1.4329195567441853
0.007614132277285593,0.04664608827413862,NA,1,0.007614132277285593,-1.748751204599106,0.17865222327174513,-2.122961746234427,-1.3967448199514014
0.02849282823487194,0.04664608827413862,NA,1,0.02849282823487194,-1.7101087135060749,0.17751253650873927,-2.0841841272703268,-1.359757894736938
0.049371524192458285,0.04664608827413862,NA,1,0.049371524192458285,-1.671761560294323,0.17620569301870323,-2.0437253326796,-1.3252361211612549
0.07025022015004463,0.04664608827413862,NA,1,0.07025022015004463,-1.6326262234305136,0.17469078826848972,-2.0022857769821205,-1.288003165206474
0.09112891610763098,0.04664608827413862,NA,1,0.09112891610763098,-1.5945088176630793,0.17431905345878454,-1.9627111310520844,-1.2525513581853076
0.11200761206521732,0.04664608827413862,NA,1,0.11200761206521732,-1.5560170455600197,0.1729834805260701,-1.9227872518425833,-1.2165288586849015
0.13288630802280366,0.04664608827413862,NA,1,0.13288630802280366,-1.5177239516027559,0.17210504640851665,-1.882641223414335,-1.1807865802549788
0.15376500398039,0.04664608827413862,NA,1,0.15376500398039,-1.479634193748225,0.17160967622052356,-1.8424714238726791,-1.1453311031912838
0.17464369993797635,0.04664608827413862,NA,1,0.17464369993797635,-1.4416719566170593,0.17081730095807557,-1.802159953511436,-1.1094893141940685
0.1955223958955627,0.04664608827413862,NA,1,0.1955223958955627,-1.403443168413758,0.16986928369312204,-1.7622457301330945,-1.073061843314367
0.21640109185314904,0.04664608827413862,NA,1,0.21640109185314904,-1.3652299805745747,0.16889011613513452,-1.7232392882457555,-1.035701500652506
0.2372797878107354,0.04664608827413862,NA,1,0.2372797878107354,-1.3267881165215205,0.16744830824820664,-1.6832792900534495,-0.9994467933227097
0.25815848376832173,0.04664608827413862,NA,1,0.25815848376832173,-1.288852691607223,0.1663706772039089,-1.6424688514930794,-0.9635981535424752
0.2790371797259081,0.04664608827413862,NA,1,0.2790371797259081,-1.2502596742408154,0.16550397093660896,-1.602859010349179,-0.9284090305354121
