log_it,log_brain_weight,Species,cond__,effect1__,estimate__,se__,lower__,upper__
-0.11765804346823246,0.04429101639012732,NA,1,-0.11765804346823246,-1.96651448110803,0.18739329266221094,-2.3658352748063356,-1.5763877382716538
-0.09677934751064611,0.04429101639012732,NA,1,-0.09677934751064611,-1.9282432803215248,0.18643477651262247,-2.3255674939830198,-1.5410439841518773
-0.07590065155305978,0.04429101639012732,NA,1,-0.07590065155305978,-1.8902042730649713,0.18545526672733895,-2.284461491173912,-1.504794232085881
-0.05502195559547343,0.04429101639012732,NA,1,-0.05502195559547343,-1.8520280373180182,0.18379126021023265,-2.244258510364439,-1.469130872514668
-0.034143259637887086,0.04429101639012732,NA,1,-0.034143259637887086,-1.8136187541516842,0.18246731631820248,-2.2048837911484345,-1.4323717690176092
-0.01326456368030074,0.04429101639012732,NA,1,-0.01326456368030074,-1.7757874593580711,0.18137792168094524,-2.1648960517932894,-1.3958312889858733
0.007614132277285593,0.04429101639012732,NA,1,0.007614132277285593,-1.7377316208504625,0.18030157771915326,-2.1247806902565443,-1.3609524033272615
0.02849282823487194,0.04429101639012732,NA,1,0.02849282823487194,-1.6996479910737845,0.17959280558295707,-2.0835788405790034,-1.3247597961173596
0.049371524192458285,0.04429101639012732,NA,1,0.049371524192458285,-1.6611537789594828,0.17807460633235447,-2.0428398674893185,-1.2887523235211467
0.07025022015004463,0.04429101639012732,NA,1,0.07025022015004463,-1.6229354595726946,0.17713631485397047,-2.001525539793768,-1.2527414912268866
0.09112891610763098,0.04429101639012732,NA,1,0.09112891610763098,-1.5846193387876384,0.17581168420459256,-1.9613375635613148,-1.2166162730471621
0.11200761206521732,0.04429101639012732,NA,1,0.11200761206521732,-1.5463451596313864,0.17468619026144816,-1.9205396073074963,-1.1802562814390183
0.13288630802280366,0.04429101639012732,NA,1,0.13288630802280366,-1.5077502715060898,0.17361418731567627,-1.8799584790332176,-1.144084463438895
0.15376500398039,0.04429101639012732,NA,1,0.15376500398039,-1.4697956839253383,0.17291598841746916,-1.840295409424816,-1.1089454138033872
0.17464369993797635,0.04429101639012732,NA,1,0.17464369993797635,-1.4315224221452394,0.17150453438967214,-1.8008507460183552,-1.072526559144251
0.1955223958955627,0.04429101639012732,NA,1,0.1955223958955627,-1.3935030537071293,0.17055704014056558,-1.760534820614308,-1.036980883618149
0.21640109185314904,0.04429101639012732,NA,1,0.21640109185314904,-1.3551673695864759,0.1695233869457284,-1.720610155654581,-1.001376348849933
0.2372797878107354,0.04429101639012732,NA,1,0.2372797878107354,-1.3168755823013272,0.16876161805973558,-1.6810877808762092,-0.9656434778646878
0.25815848376832173,0.04429101639012732,NA,1,0.25815848376832173,-1.2787522407272813,0.1676284163075887,-1.6401234244876046,-0.9300249073632825
0.2790371797259081,0.04429101639012732,NA,1,0.2790371797259081,-1.2406650106665862,0.16608370076348128,-1.5998213142443105,-0.8934494963706107
0.2999158756834944,0.04429101639012732,NA,1,0.2999158756834944,-1.2028324331355096,0.16531749543791638,-1.5600390974406353,-0.8575537334006427
0.3207945716410808,0.04429101639012732,NA,1,0.3207945716410808,-1.1642238963346714,0.16469217306911302,-1.5205578068312373,-0.8212046478158698
0.3416732675986671,0.04429101639012732,NA,1,0.3416732675986671,-1.1257500719285787,0.1640923885964028,-1.481599037428789,-0.784780771515244
0.36255196355625346,0.04429101639012732,NA,1,0.36255196355625346,-1.08687239121008,0.1633784814517318,-1.4424451783745211,-0.7489172201611256
0.38343065951383976,0.04429101639012732,NA,1,0.38343065951383976,-1.048810138453344,0.16285236303810388,-1.401780939966993,-0.7128275550029061
0.40430935547142616,0.04429101639012732,NA,1,0.40430935547142616,-1.0103253726382035,0.1624046994371633,-1.3625904046414008,-0.6762151144756124
0.42518805142901245,0.04429101639012732,NA,1,0.42518805142901245,-0.9727745010854613,0.16200036272006835,-1.3243107961116483,-0.6404795181863929
0.44606674738659885,0.04429101639012732,NA,1,0.44606674738659885,-0.9348482370582859,0.16129999233381728,-1.2846209160651496,-0.602726145502858
0.46694544334418514,0.04429101639012732,NA,1,0.46694544334418514,-0.8964643615743928,0.1605162204897368,-1.245209583605581,-0.5674003502906542
0.48782413930177154,0.04429101639012732,NA,1,0.48782413930177154,-0.8583986961565184,0.1596615472008616,-1.2069202716613565,-0.5311318120117998
0.5087028352593578,0.04429101639012732,NA,1,0.5087028352593578,-0.820204127371074,0.15867884950224487,-1.168253149164956,-0.4941514809899652
0.5295815312169442,0.04429101639012732,NA,1,0.5295815312169442,-0.7820335677409629,0.1582725518818325,-1.129802057426846,-0.45790645263375557
0.5504602271745305,0.04429101639012732,NA,1,0.5504602271745305,-0.7440364891906753,0.15778143880090825,-1.0915593793607212,-0.42178192654937446
0.5713389231321168,0.04429101639012732,NA,1,0.5713389231321168,-0.7061581978837359,0.15690272321067333,-1.0518573851576611,-0.3844334163985838
