"","id","cover","percent","cover2"
"11737","Rich Hatfield","23",1,"23"
"11738","Michele Blackburn","42",1,"42"
"11739","John Ascher","81",1,"81"
"11740","John Ascher","23",1,"23"
"11741","ljvanstone","22",1,"22"
"11742","Charlie Nicholson | Others","21",1,"21"
"11743","Keri Charles","21",1,"21"
"11744","John Ascher","21",1,"21"
"11745","John Ascher","43",1,"43"
"11746","byko","41",1,"41"
"11747","Sam Droege","21",1,"21"
"11748","Sam Droege","22",1,"22"
"11749","Joel Neylon","41",1,"41"
"11750","John Ascher","22",1,"22"
"11751","Robert D Stevenson","90",1,"90"
"11752","Erika Mitchell","21",1,"21"
"11753","John Ascher","81",1,"81"
"11754","Sam Droege","81",1,"81"
"11755","John Ascher","23",1,"23"
"11756","Heather Harmon","23",1,"23"
"11757","Heather Harmon","23",1,"23"
"11758","Michele Blackburn","41",1,"41"
"11759","Spencer Hardy","81",1,"81"
"11760","Yianni Laskaris","23",1,"23"
"11761","Spencer Hardy","81",1,"81"
"11762","Spencer Hardy","81",1,"81"
"11763","John Ascher","24",1,"24"
"11764","Suzanne Mrozak","43",1,"43"
"11765","Jeanine Farley","23",1,"23"
"11766","Jeanine Farley","23",1,"23"
"11767","John Ascher","71",1,"71"
"11768","Charlie Nicholson | Others","81",1,"81"
"11769","Joel Neylon","24",1,"24"
"11770","Charlie Nicholson | Others","22",1,"22"
"11771","pwenzel","22",1,"22"
"11772","Spencer Hardy","82",1,"82"
"11773","brucemoosehill","41",1,"41"
"11774","mnathan","23",1,"23"
"11775","fliu23","43",1,"43"
"11776","Spencer Hardy","23",1,"23"
"11777","Sam Droege","21",1,"21"
"11778","hobiecat","81",1,"81"
"11779","Nathaniel Sharp","43",1,"43"
"11780","Joel Neylon","24",1,"24"
"11781","John Ascher","21",1,"21"
"11782","Lucas O'Neil","24",1,"24"
"11783","Nathaniel Sharp","41",1,"41"
"11784","Danielle Vaillancourt","23",1,"23"
"11785","Sam Droege","22",1,"22"
"11786","Nathaniel Sharp","23",1,"23"
"11787","Michael D. Warriner","23",1,"23"
"11788","Sam Droege","21",1,"21"
"11789","Joel Neylon","43",1,"43"
"11790","Spencer Hardy","71",1,"71"
"11791","Spencer Hardy","23",1,"23"
"11792","Michael D. Warriner","82",1,"82"
"11793","blovelandsennett","41",1,"41"
"11794","schoolstreetflowers","22",1,"22"
"11795","Nathaniel Sharp","41",1,"41"
"11796","Claire O'Neill","41",1,"41"
"11797","Grace Savoy-Burke","21",1,"21"
"11798","Nathaniel Sharp","22",1,"22"
"11799","John Ascher","24",1,"24"
"11800","Sam Droege","52",1,"52"
"11801","Daniel Morton","81",1,"81"
"11802","pvale","95",1,"95"
"11803","Carla Morris","21",1,"21"
"11804","Suzanne Mrozak","23",1,"23"
"11805","shirawolp","23",1,"23"
"11806","Spencer Hardy","41",1,"41"
"11807","Michael D. Warriner","11",1,"11"
"11808","Joel Neylon","23",1,"23"
"11809","epicmatza","81",1,"81"
"11810","Spencer Hardy","90",1,"90"
"11811","treezus85","22",1,"22"
"11812","belyykit","22",1,"22"
"11813","jack_snow","81",1,"81"
"11814","John Ascher","22",1,"22"
"11815","Spencer Hardy","23",1,"23"
"11816","Kinda","23",1,"23"
"11817","John Ascher","23",1,"23"
"11818","Sam Droege","90",1,"90"
"11819","Sam Droege","21",1,"21"
"11820","John Ascher","22",1,"22"
"11821","Nathaniel Sharp","81",1,"81"
"11822","Michael D. Warriner","21",1,"21"
"11823","Katie Woods","22",1,"22"
"11824","Spencer Hardy","90",1,"90"
"11825","Jeanine Farley","23",1,"23"
"11826","John Beetham","81",1,"81"
"11827","Sam Droege","52",1,"52"
"11828","Nathaniel Sharp","21",1,"21"
"11829","dcbirder","82",1,"82"
"11830","Sara","42",1,"42"
"11831","Susan Elliott","23",1,"23"
"11832","avocet2020","23",1,"23"
"11833","Spencer Hardy","21",1,"21"
"11834","Spencer Hardy","22",1,"22"
"11835","Spencer Hardy","43",1,"43"
"11836","Nathaniel Sharp","43",1,"43"
"11837","jennifer_clifford","24",1,"24"
"11838","Scar","24",1,"24"
"11839","Spencer Hardy","41",1,"41"
"11840","Jeanine Farley","24",1,"24"
"11841","Sandy Wolkenberg","22",1,"22"
"11842","John Ascher","22",1,"22"
"11843","Spencer Hardy","81",1,"81"
"11844","Jeanine Farley","11",1,"11"
"11845","Sara","23",1,"23"
"11846","Jeanine Farley","24",1,"24"
"11847","Bill","81",1,"81"
"11848","Keri Charles","21",1,"21"
"11849","Sam Droege","22",1,"22"
"11850","Sam Droege","90",1,"90"
"11851","Sara Rall","21",1,"21"
"11852","lma82","41",1,"41"
"11853","emendela","21",1,"21"
"11854","Spencer Hardy","42",1,"42"
"11855","Carl R. Gold","11",1,"11"
"11856","Norman Levey","24",1,"24"
"11857","bcamp001","21",1,"21"
"11858","Spencer Hardy","22",1,"22"
"11859","Santiago","23",1,"23"
"11860","Spencer Hardy","42",1,"42"
"11861","leif_richardson","21",1,"21"
"11862","Max McCarthy","21",1,"21"
"11863","Ingrid Messbauer","23",1,"23"
"11864","Peter M Martin","21",1,"21"
"11865",NA,"11",1,"11"
"11866",NA,"81",1,"81"
"11867","Rich Hatfield","41",1,"41"
"11868","susanbinkley","24",1,"24"
"11869","John Ascher","41",1,"41"
"11870","Judy Gallagher","43",1,"43"
"11871","daisysue","11",1,"11"
"11872",NA,"23",1,"23"
"11873","Erika Mitchell","21",1,"21"
"11874","John Ascher","21",1,"21"
"11875","candicedintino","23",1,"23"
"11876","monomoy5thgraders","95",1,"95"
"11877","Jenny Glenn","41",1,"41"
"11878","John Ascher","81",1,"81"
"11879","beccaeco","21",1,"21"
"11880","petuniatwin","22",1,"22"
"11881","drosale2","23",1,"23"
"11882","snakebird15","22",1,"22"
"11883","Nathaniel Sharp","22",1,"22"
"11884","Sandy Wolkenberg","22",1,"22"
"11885","John Ascher","81",1,"81"
"11886","snakebird15","23",1,"23"
"11887","davidfesette","23",1,"23"
"11888","nina fogel","81",1,"81"
"11889","Claire O'Neill","41",1,"41"
"11890","charles_santamaria","23",1,"23"
"11891","sylvialei","82",1,"82"
"11892","jtlamont","23",1,"23"
"11893","Nathaniel Sharp","23",1,"23"
"11894","Joel Neylon","21",1,"21"
"11895","kmoulton1","23",1,"23"
"11896","Claire O'Neill","21",1,"21"
"11897","Sam Droege","21",1,"21"
"11898","Sam Droege","22",1,"22"
"11899","Sam Droege","23",1,"23"
"11900","Nathaniel Sharp","22",1,"22"
"11901","Christine Tuccelli","22",1,"22"
"11902","Sam Droege","21",1,"21"
"11903","gabriellecalbo","23",1,"23"
"11904","Joel Neylon","31",1,"31"
"11905","xinyi_dong","90",1,"90"
"11906","Terri Jacobsen","90",1,"90"
"11907","imerson","23",1,"23"
"11908","Claire O'Neill","90",1,"90"
"11909","hobiecat","81",1,"81"
"11910","Stan Rullman, PhD","21",1,"21"
"11911","Kent McFarland","23",1,"23"
"11912","Sara Zahendra","22",1,"22"
"11913","John Ascher","41",1,"41"
"11914","Spencer Hardy","43",1,"43"
"11915","Spencer Hardy","43",1,"43"
"11916","klittle2","90",1,"90"
"11917","Spencer Hardy","23",1,"23"
"11918","Joel Neylon","95",1,"95"
"11919","Norman Levey","41",1,"41"
"11920","Rusty Burlew","23",1,"23"
"11921","Alex Karasoulos","22",1,"22"
"11922","John Ascher","22",1,"22"
"11923","napoleon1799","90",1,"90"
"11924","Nathaniel Sharp","90",1,"90"
"11925","julie_richburg1","22",1,"22"
"11926","John Beetham","41",1,"41"
"11927","Spencer Hardy","41",1,"41"
"11928","Casey Hale","22",1,"22"
"11929","Alex Kittle","95",1,"95"
"11930","Nathaniel Sharp","81",1,"81"
"11931","Sam Droege","22",1,"22"
"11932","Owen Bastille","22",1,"22"
"11933","John Ascher","23",1,"23"
"11934","Zac Cota","23",1,"23"
"11935","Claire O'Neill","23",1,"23"
"11936","Christine Tuccelli","23",1,"23"
"11937","swindsor","21",1,"21"
"11938","Norman Levey","24",1,"24"
"11939","Liza Morse","22",1,"22"
"11940","Scott Loarie","42",1,"42"
"11941","Sam Droege","22",1,"22"
"11942","Nathaniel Sharp","11",1,"11"
"11943","lma82","90",1,"90"
"11944","suzannehale","23",1,"23"
"11945","Sam Droege","22",1,"22"
"11946","eltigre","81",1,"81"
"11947","Sam Droege","82",1,"82"
"11948","John Ascher","43",1,"43"
"11949","Sam Droege","52",1,"52"
"11950","Joel Neylon","41",1,"41"
"11951","hobiecat","90",1,"90"
"11952","ephleger","90",1,"90"
"11953","lma82","95",1,"95"
"11954","Spencer Hardy","22",1,"22"
"11955","Jenny Glenn","21",1,"21"
"11956","eehamilton","81",1,"81"
"11957","Spencer Hardy","41",1,"41"
"11958","Sam Droege","43",1,"43"
"11959","Kelly Fuerstenberg","22",1,"22"
"11960","Nathaniel Sharp","81",1,"81"
"11961","Nathaniel Sharp","24",1,"24"
"11962","John Ascher","22",1,"22"
"11963","briankpenney","41",1,"41"
"11964","Spencer Hardy","22",1,"22"
"11965","gitzer","21",1,"21"
"11966","Nathaniel Sharp","31",1,"31"
"11967","John Ascher","22",1,"22"
"11968","John Ascher","24",1,"24"
"11969","John Ascher","24",1,"24"
"11970","John Ascher","21",1,"21"
"11971","John Ascher","11",1,"11"
"11972","Sam Droege","22",1,"22"
"11973","hornwort","41",1,"41"
"11974","Michael D. Warriner","22",1,"22"
"11975","Michael D. Warriner","23",1,"23"
"11976","cliveh","21",1,"21"
"11977","Christine Tuccelli","23",1,"23"
"11978","Sara Rall","41",1,"41"
"11979","robdrobish","21",1,"21"
"11980","dzlatanovski","23",1,"23"
"11981","John Ascher","22",1,"22"
"11982","David Peterson","82",1,"82"
"11983","Spencer Hardy","42",1,"42"
"11984","calloohcallay","41",1,"41"
"11985","John Ascher","22",1,"22"
"11986","Erika Mitchell","21",1,"21"
"11987","Michael D. Warriner","43",1,"43"
"11988","John Ascher","22",1,"22"
"11989","Spencer Hardy","24",1,"24"
"11990","jparkerdickerson","22",1,"22"
"11991","ceaustin","41",1,"41"
"11992","John Ascher","23",1,"23"
"11993","HYPERSONICGX","43",1,"43"
"11994","Sara Rall","21",1,"21"
"11995","Spencer Hardy","21",1,"21"
"11996","Even Dankowicz","23",1,"23"
"11997","Sam Droege","82",1,"82"
"11998","Joel Neylon","22",1,"22"
"11999","abyrne","21",1,"21"
"12000","Sam Droege","90",1,"90"
"12001","Sam Droege","82",1,"82"
"12002","John Ascher","24",1,"24"
"12003","Erika Mitchell","43",1,"43"
"12004","John Ascher","22",1,"22"
"12005","sentientone","22",1,"22"
"12006","Katie Woods","41",1,"41"
"12007","Spencer Hardy","43",1,"43"
"12008","evelynmorton","21",1,"21"
"12009","Danielle Pajarillo","22",1,"22"
"12010","Jeanine Farley","22",1,"22"
"12011","Bernie Paquette","81",1,"81"
"12012","Joel Neylon","21",1,"21"
"12013","belyykit","21",1,"21"
"12014","John Ascher","81",1,"81"
"12015","drosale2","23",1,"23"
"12016","jcancro18","43",1,"43"
"12017","danly","23",1,"23"
"12018","Edward J Norton","81",1,"81"
"12019","Ray G. Cama","41",1,"41"
"12020","John Ascher","41",1,"41"
"12021","Erika Mitchell","24",1,"24"
"12022","Sara Zahendra","81",1,"81"
"12023","John Ascher","22",1,"22"
"12024","Joel Neylon","24",1,"24"
"12025","Sandy Wolkenberg","22",1,"22"
"12026","John Ascher","22",1,"22"
"12027","Joel Neylon","23",1,"23"
"12028","Laura Costello","43",1,"43"
"12029","Rusty Burlew","22",1,"22"
"12030","hadel","23",1,"23"
"12031","Nick Kleinschmidt","23",1,"23"
"12032","tianalani","23",1,"23"
"12033","cstilli","24",1,"24"
"12034","pmhabicht","21",1,"21"
"12035","Christine","23",1,"23"
"12036","John Ascher","22",1,"22"
"12037","rwlindsay","23",1,"23"
"12038","Even Dankowicz","23",1,"23"
"12039","jennifer_clifford","23",1,"23"
"12040","partialisland76","22",1,"22"
"12041","Norman Levey","23",1,"23"
"12042","Sandy Wolkenberg","22",1,"22"
"12043","John Ascher","23",1,"23"
"12044","nmaha","23",1,"23"
"12045","Sandy Wolkenberg","22",1,"22"
"12046","Sandy Wolkenberg","21",1,"21"
"12047","danly","24",1,"24"
"12048","John Ascher","23",1,"23"
"12049","Alex Paunov","23",1,"23"
"12050","John Ascher","24",1,"24"
"12051","jalhend","23",1,"23"
"12052","Sandy Wolkenberg","21",1,"21"
"12053","John Ascher","23",1,"23"
"12054","John Ascher","81",1,"81"
"12055","danly","24",1,"24"
"12056","Joel Neylon","21",1,"21"
"12057","Spencer Hardy","41",1,"41"
"12058","Cecilia McCarthy","21",1,"21"
"12059","Max McCarthy","23",1,"23"
"12060","Claire O'Neill","42",1,"42"
"12061","Claire O'Neill","23",1,"23"
"12062","Erin E.","23",1,"23"
"12063","Claire O'Neill","41",1,"41"
"12064","Janet Gingold","22",1,"22"
"12065","Joel Neylon","23",1,"23"
"12066","Joel Neylon","23",1,"23"
"12067","John Ascher","21",1,"21"
"12068","jennifer_clifford","23",1,"23"
"12069","Jef Taylor","22",1,"22"
"12070","Violet T.","43",1,"43"
"12071","Nathaniel Sharp","23",1,"23"
"12072","mmao","90",1,"90"
"12073","John Ascher","22",1,"22"
"12074","devancmarie","23",1,"23"
"12075","Sam Droege","82",1,"82"
"12076","Jessica Utrup","23",1,"23"
"12077","Sam Droege","22",1,"22"
"12078","meb617","24",1,"24"
"12079","Sam Droege","90",1,"90"
"12080","roy pilcher","22",1,"22"
"12081","Sam Droege","41",1,"41"
"12082","MaLisa Spring","22",1,"22"
"12083","sam droege","41",1,"41"
"12084","John Ascher","23",1,"23"
"12085","bananapudding","21",1,"21"
"12086","oting","90",1,"90"
"12087","jonsnowsghost","23",1,"23"
"12088","Jeanine Farley","24",1,"24"
"12089","John Ascher","21",1,"21"
"12090","John Ascher","24",1,"24"
"12091","Sandy Wolkenberg","22",1,"22"
"12092","Joe MacIndewar","43",1,"43"
"12093","Charlie Nicholson | Others","22",1,"22"
"12094","Charlie Nicholson | Others","81",1,"81"
"12095","John Ascher","22",1,"22"
"12096","Charlie Nicholson | Others","81",1,"81"
"12097","jennifer_clifford","24",1,"24"
"12098","Joel Neylon","21",1,"21"
"12099","Spencer Hardy","11",1,"11"
"12100","onecarlene-whitcomb","21",1,"21"
"12101","Breanna-rose Lamb","24",1,"24"
"12102","mikeakresh","81",1,"81"
"12103","Sam Droege","82",1,"82"
"12104","susieq31883","22",1,"22"
"12105","John Ascher","23",1,"23"
"12106","Andrew P. Aldrich","22",1,"22"
"12107","Sam Droege","82",1,"82"
"12108","Sam Droege","82",1,"82"
"12109","vicnaz1","23",1,"23"
"12110","busybiologist","22",1,"22"
"12111","John Ascher","23",1,"23"
"12112","Spencer Hardy","24",1,"24"
"12113","John Ascher","23",1,"23"
"12114","Charlie Nicholson | Others","81",1,"81"
"12115","Spencer Hardy","23",1,"23"
"12116","Sam Droege","24",1,"24"
"12117","Max McCarthy","24",1,"24"
"12118","tarrington","11",1,"11"
"12119","John Ascher","43",1,"43"
"12120","Mark","90",1,"90"
"12121","Sam Droege","82",1,"82"
"12122","Zac Cota","22",1,"22"
"12123","swindsor","21",1,"21"
"12124","Rusty Burlew","23",1,"23"
"12125","Matthew Beziat","24",1,"24"
"12126","Sam Droege","43",1,"43"
"12127","Claire O'Neill","24",1,"24"
"12128","Sandy Wolkenberg","22",1,"22"
"12129","Melanie Cayon","95",1,"95"
"12130","Nathaniel Sharp","23",1,"23"
"12131","jenkatja","43",1,"43"
"12132","Heather Holm","22",1,"22"
"12133","seankent","23",1,"23"
"12134","Jeanine Farley","24",1,"24"
"12135","birders130","41",1,"41"
"12136","Norman Levey","21",1,"21"
"12137","hobiecat","81",1,"81"
"12138","John Ascher","24",1,"24"
"12139","Nathaniel Sharp","22",1,"22"
"12140","Charlie Nicholson | Others","21",1,"21"
"12141","John Ascher","21",1,"21"
"12142","Carl R. Gold","43",1,"43"
"12143","marydebo","23",1,"23"
"12144","mnathan","22",1,"22"
"12145","Sam Droege","22",1,"22"
"12146","Spencer Hardy","81",1,"81"
"12147","mshimkus","42",1,"42"
"12148","erikschiff","81",1,"81"
"12149","John Ascher","43",1,"43"
"12150","danly","23",1,"23"
"12151","John Ascher","22",1,"22"
"12152","kady_bird","22",1,"22"
"12153","Sam Droege","52",1,"52"
"12154","Spencer Hardy","24",1,"24"
"12155","John Ascher","42",1,"42"
"12156","Nathaniel Sharp","24",1,"24"
"12157","wildegenes","22",1,"22"
"12158","John Ascher","82",1,"82"
"12159","Judy Sefchick","41",1,"41"
"12160","pingelfam","22",1,"22"
"12161","Michael D. Warriner","24",1,"24"
"12162","smileyalyse","31",1,"31"
"12163","Joel Neylon","22",1,"22"
"12164","rceaton","21",1,"21"
"12165","John Ascher","21",1,"21"
"12166","Sam Droege","21",1,"21"
"12167","Sam Droege","71",1,"71"
"12168","Larry Clarfeld","22",1,"22"
"12169","Sam Droege","81",1,"81"
"12170","Zach Portman","23",1,"23"
"12171","Sam Droege","21",1,"21"
"12172","Spencer Hardy","21",1,"21"
"12173","Sam Droege","81",1,"81"
"12174","Spencer Hardy","41",1,"41"
"12175","Sam Droege","81",1,"81"
"12176","danly","42",1,"42"
"12177","jochdnp","81",1,"81"
"12178","swindsor","23",1,"23"
"12179","Sam Droege","22",1,"22"
"12180","Michael Lepene","81",1,"81"
"12181","Erika Mitchell","43",1,"43"
"12182","Mark","21",1,"21"
"12183","Brendan Collins","22",1,"22"
"12184","emendela","23",1,"23"
"12185","Sam Droege","21",1,"21"
"12186","cstilli","24",1,"24"
"12187","Sam Droege","21",1,"21"
"12188","Sam Droege","22",1,"22"
"12189","Erika Mitchell","81",1,"81"
"12190","John Ascher","22",1,"22"
"12191","Max McCarthy","23",1,"23"
"12192","Nick Kleinschmidt","43",1,"43"
"12193","Mike Mulqueen","90",1,"90"
"12194","Claire O'Neill","41",1,"41"
"12195","John Ascher","22",1,"22"
"12196","Chelsea Carroll","90",1,"90"
"12197","danly","23",1,"23"
"12198","Nathaniel Sharp","24",1,"24"
"12199","Sam Droege","43",1,"43"
"12200","Heather Harmon","22",1,"22"
"12201","John Beetham","21",1,"21"
"12202","John Beetham","21",1,"21"
"12203","Eli Tal.","21",1,"21"
"12204","Sara Zahendra","81",1,"81"
"12205","Sam Droege","22",1,"22"
"12206","grayhairstreak","22",1,"22"
"12207","Nathaniel Sharp","24",1,"24"
"12208","jmwilliamson","81",1,"81"
"12209","swampmonster7","21",1,"21"
"12210","John Ascher","41",1,"41"
"12211","Sam Droege","43",1,"43"
"12212","John Ascher","43",1,"43"
"12213","Michael D. Warriner","81",1,"81"
"12214","Sam Droege","41",1,"41"
"12215","frigyik","42",1,"42"
"12216","Zac Cota","41",1,"41"
"12217","Sara","81",1,"81"
"12218","Zac Cota","21",1,"21"
"12219","John Ascher","41",1,"41"
"12220","Sam Droege","52",1,"52"
"12221","Erika Mitchell","22",1,"22"
"12222","Sam Droege","21",1,"21"
"12223","Joe Kunkel","11",1,"11"
"12224","Rebecca","24",1,"24"
"12225","Spencer Hardy","42",1,"42"
"12226","nina fogel","81",1,"81"
"12227","Sam Droege","52",1,"52"
"12228","ailathepickle","24",1,"24"
"12229","Claire O'Neill","23",1,"23"
"12230","Sam Droege","95",1,"95"
"12231","snakebird15","41",1,"41"
"12232","Jeanine Farley","24",1,"24"
"12233","Charlie Nicholson | Others","21",1,"21"
"12234","John Ascher","71",1,"71"
"12235","John Beetham","23",1,"23"
"12236","Michael D. Warriner","21",1,"21"
"12237","Charlie Nicholson | Others","24",1,"24"
"12238","Carolyn Dixie","43",1,"43"
"12239","Erika Mitchell","21",1,"21"
"12240","Sam Droege","52",1,"52"
"12241","swindsor","23",1,"23"
"12242","Erika Mitchell","81",1,"81"
"12243","Nick Dorian","42",1,"42"
"12244","Mark","22",1,"22"
"12245","Chris","43",1,"43"
"12246","Genevieve Van de Merghel","22",1,"22"
"12247","Jeanine Farley","24",1,"24"
"12248","Sam Droege","22",1,"22"
"12249","Sam Droege","22",1,"22"
"12250","John Ascher","81",1,"81"
"12251","Sam Droege","23",1,"23"
"12252","Spencer Hardy","81",1,"81"
"12253","Spencer Hardy","81",1,"81"
"12254","Spencer Hardy","81",1,"81"
"12255","darxus","23",1,"23"
"12256","Michele Blackburn","23",1,"23"
"12257","vicquad","24",1,"24"
"12258","Geoffrey Jewel","81",1,"81"
"12259","Charlie Nicholson | Others","81",1,"81"
"12260","Charlie Nicholson | Others","24",1,"24"
"12261","Sam Droege","23",1,"23"
"12262","Charlie Nicholson | Others","81",1,"81"
"12263","Jeanine Farley","24",1,"24"
"12264","emcnamara20","90",1,"90"
"12265","John Ascher","22",1,"22"
"12266","bdagley","24",1,"24"
"12267","hobiecat","81",1,"81"
"12268","Michael D. Warriner","23",1,"23"
"12269","BJ Stacey","81",1,"81"
"12270","Bernie Paquette","81",1,"81"
"12271","Sam Droege","22",1,"22"
"12272","Sam Droege","81",1,"81"
"12273","mtango99","22",1,"22"
"12274","Michael D. Warriner","24",1,"24"
"12275","Sam Droege","81",1,"81"
"12276","Eli Tal.","22",1,"22"
"12277","Spencer Hardy","11",1,"11"
"12278","Joe MacIndewar","43",1,"43"
"12279","Spencer Hardy","90",1,"90"
"12280","Jenny Glenn","22",1,"22"
"12281","Lee Thomas","22",1,"22"
"12282","eferreira","23",1,"23"
"12283","Daniel Edward Wheeler","21",1,"21"
"12284","Joel Neylon","22",1,"22"
"12285","John Ascher","24",1,"24"
"12286","Sandy Wolkenberg","22",1,"22"
"12287","kmjenal","21",1,"21"
"12288","Nathaniel Sharp","22",1,"22"
"12289","Daniel Morton","81",1,"81"
"12290","janezupan","43",1,"43"
"12291","Jeanine Farley","24",1,"24"
"12292","Daniel Morton","41",1,"41"
"12293","Spencer Hardy","23",1,"23"
"12294","epicmatza","81",1,"81"
"12295","Carrie Seltzer","41",1,"41"
"12296","Michael D. Warriner","22",1,"22"
"12297","anneoutwater","23",1,"23"
"12298","luvaneezer","43",1,"43"
"12299","Sandy Wolkenberg","22",1,"22"
"12300","er-birds","81",1,"81"
"12301","Michael D. Warriner","41",1,"41"
"12302","Zach Portman","23",1,"23"
"12303","Sandy Wolkenberg","22",1,"22"
"12304","lma82","90",1,"90"
"12305","bcurran","31",1,"31"
"12306","Nathaniel Sharp","22",1,"22"
"12307","Sam Droege","24",1,"24"
"12308","Rich Hatfield","23",1,"23"
"12309","John Ascher","21",1,"21"
"12310","nina fogel","23",1,"23"
"12311","Ember","41",1,"41"
"12312","John Ascher","22",1,"22"
"12313","Laura Costello","22",1,"22"
"12314","Spencer Hardy","23",1,"23"
"12315","Sam Droege","22",1,"22"
"12316","annaclayton","23",1,"23"
"12317","Sam Droege","22",1,"22"
"12318","Heather Harmon","82",1,"82"
"12319","robertgessing","42",1,"42"
"12320","Spencer Hardy","22",1,"22"
"12321","Michele Blackburn","23",1,"23"
"12322","Sam Droege","81",1,"81"
"12323","curtdroid","23",1,"23"
"12324","Sam Droege","22",1,"22"
"12325","Bobby McCabe","82",1,"82"
"12326","Spencer Hardy","42",1,"42"
"12327","Spencer Hardy","43",1,"43"
"12328","frem1","22",1,"22"
"12329","margles411","42",1,"42"
"12330","Spencer Hardy","21",1,"21"
"12331","Claire O'Neill","24",1,"24"
"12332","John Ascher","81",1,"81"
"12333","torimitchell","81",1,"81"
"12334","Spencer Hardy","23",1,"23"
"12335","Owen Bastille","23",1,"23"
"12336","Kevin Tolan","22",1,"22"
"12337","jgibbs","41",1,"41"
"12338","Spencer Hardy","41",1,"41"
"12339","Sam Droege","22",1,"22"
"12340","Sam Droege","81",1,"81"
"12341","Sam Droege","22",1,"22"
"12342","mattgrinnell","82",1,"82"
"12343","birders130","90",1,"90"
"12344","James Preston Tetlow","41",1,"41"
"12345","Michele Blackburn","22",1,"22"
"12346",NA,"23",1,"23"
"12347","Richard Joyce","31",1,"31"
"12348","Leif Richardson","23",1,"23"
"12349","Michele Blackburn","81",1,"81"
"12350","Vicki","22",1,"22"
"12351","Nathaniel Sharp","22",1,"22"
"12352",NA,"24",1,"24"
"12353","jennifer_clifford","43",1,"43"
"12354","Jenny Glenn","21",1,"21"
"12355","Michele Blackburn","43",1,"43"
"12356","Rich Hatfield","23",1,"23"
"12357","Sam Droege","22",1,"22"
"12358","belyykit","21",1,"21"
"12359","Mark","90",1,"90"
"12360","Spencer Hardy","22",1,"22"
"12361","Claire O'Neill","24",1,"24"
"12362","Spencer Hardy","24",1,"24"
"12363","greywolf1023","22",1,"22"
"12364","melinda9me","31",1,"31"
"12365","Heather Harmon","22",1,"22"
"12366","Cameron Hartley","21",1,"21"
"12367","Nick Kleinschmidt","42",1,"42"
"12368","Joel Neylon","43",1,"43"
"12369","petegilmore","24",1,"24"
"12370","Jessica Utrup","22",1,"22"
"12371","Sam Droege","82",1,"82"
"12372","Sam Droege","21",1,"21"
"12373","John Ascher","41",1,"41"
"12374","John Ascher","23",1,"23"
"12375","Rusty Burlew","81",1,"81"
"12376","John Ascher","81",1,"81"
"12377","Stan Rullman, PhD","81",1,"81"
"12378","Spencer Hardy","24",1,"24"
"12379","Spencer Hardy","23",1,"23"
"12380","vicvinegar11","23",1,"23"
"12381","Kurt R. Schwarz","41",1,"41"
"12382","Brendan Burke","22",1,"22"
"12383","chitter","41",1,"41"
"12384","Spencer Hardy","41",1,"41"
"12385","Haley Altieri","21",1,"21"
"12386","Sam Droege","41",1,"41"
"12387","naturegirl2014","23",1,"23"
"12388","mcaitlin","23",1,"23"
"12389","Nathaniel Sharp","23",1,"23"
"12390","John Ascher","22",1,"22"
"12391","Stan Rullman, PhD","42",1,"42"
"12392","Claire O'Neill","23",1,"23"
"12393","Spencer Hardy","21",1,"21"
"12394","sanderson1044","23",1,"23"
"12395","raquel454","23",1,"23"
"12396","Julie Filiberti","21",1,"21"
"12397","mecke1","22",1,"22"
"12398","Sara Zahendra","42",1,"42"
"12399","Peter M Martin","21",1,"21"
"12400","Trevor Sless","90",1,"90"
"12401","Sam Droege","41",1,"41"
"12402","ccrowley14","22",1,"22"
"12403","Nathaniel Sharp","22",1,"22"
"12404","Spencer Hardy","41",1,"41"
"12405","Erika Mitchell","90",1,"90"
"12406","Erika Mitchell","43",1,"43"
"12407","Peter M Martin","21",1,"21"
"12408","Nathaniel Sharp","24",1,"24"
"12409","Claire O'Neill","24",1,"24"
"12410","kevin_cheng","95",1,"95"
"12411","Sara Zahendra","22",1,"22"
"12412","Spencer Hardy","90",1,"90"
"12413","John Ascher","81",1,"81"
"12414","Spencer Hardy","21",1,"21"
"12415","Mark Rosenstein","90",1,"90"
"12416","Spencer Hardy","90",1,"90"
"12417","Claire O'Neill","41",1,"41"
"12418","Zach Portman","24",1,"24"
"12419","Jackie Parker","22",1,"22"
"12420","nickish","22",1,"22"
"12421","Charlie Nicholson | Others","81",1,"81"
"12422","Sam Droege","21",1,"21"
"12423","Mark","24",1,"24"
"12424","tz_nh","90",1,"90"
"12425","Sam Droege","22",1,"22"
"12426","Lea Morgan","24",1,"24"
"12427","lauravenczel","22",1,"22"
"12428","Rich Hatfield","23",1,"23"
"12429","cblkilchen","21",1,"21"
"12430","Sara Zahendra","42",1,"42"
"12431","Joel Neylon","23",1,"23"
"12432","John Ascher","24",1,"24"
"12433","Judy Sefchick","22",1,"22"
"12434","Nathaniel Sharp","24",1,"24"
"12435","Sam Droege","90",1,"90"
"12436","Sam Droege","82",1,"82"
"12437","swampmonster7","21",1,"21"
"12438","Sam Droege","24",1,"24"
"12439","jennifer_clifford","23",1,"23"
"12440","Claire O'Neill","23",1,"23"
"12441","John Ascher","41",1,"41"
"12442","erikschiff","42",1,"42"
"12443","John Ascher","23",1,"23"
"12444","Sam Droege","90",1,"90"
"12445","Spencer Hardy","21",1,"21"
"12446","lewisbholmes","95",1,"95"
