Species,Brain.weight,IT,log_brain_weight,log_it,residuals
Osmia bicornis,1.2553529411764706,3.085058823529412,0.22741676107561773,1.12657072477019,-0.18198688200129784
Osmia bucephala,1.4209999999999998,3.048,0.35136084911496346,1.1144856378244,-0.03532008523672096
Osmia caerulescens,0.704421052631579,2.139894736842105,-0.35037901548191763,0.7607566394324319,-0.07196907922729129
Osmia cornifrons,0.877,2.746375,-0.13124828660995402,1.0102818602943973,-0.32200244811306705
Osmia cornuta,1.7993932584269663,3.410741573033708,0.5874495294266552,1.226929737750093,-0.010651855761949684
Osmia lateralis,1.73,2.622,0.5481214085096876,0.9639373853415081,0.44450538760101366
Osmia latreillei,1.3238333333333334,2.9888333333333335,0.2805315684229401,1.0948831217382322,-0.06929218274870817
Osmia leaiana,1.1025,2.7655,0.09758032833886404,1.0172214504525956,-0.106221839069755
Osmia lignaria,1.1735,3.46075,0.15999073630894114,1.2414853285857073,-0.4654784661212704
Osmia pumila,0.6040000000000001,1.80975,-0.504181081047322,0.5931887141911137,0.0892946196514899
Osmia submicans,0.5840000000000001,2.079,-0.5378542961539099,0.731887008875876,-0.20516289638278182
Panurgus banksianus,1.63,2.379,0.4885800148186709,0.8666802313208206,0.5678295365552557
Panurgus calcaratus,0.53,1.646375,-0.6348782724359695,0.49857590133707347,0.13649100882215232
Panurgus dargius,0.5013333333333334,1.7786666666666666,-0.6904840631404615,0.5758640199452129,-0.06443400175486691
Psithyrus vestalis,2.341,3.57,0.8505781885087738,1.2725655957915476,0.1666710234897464
Ptilothrix bombiformis,2.129,3.3655,0.7556523859113424,1.2135765404686307,0.18265804494494853
Rhodanthidium sticticum,2.5214230769230768,3.5208846153846154,0.924823455197626,1.2587122692254498,0.26696369106607065
Sphecodes ranunculi,0.364,1.651,-1.0106014113453965,0.501381164937991,-0.2445066629050421
Stelis breviuscula,0.4433333333333333,1.9656666666666667,-0.8134333464344473,0.6758314583502574,-0.3753447780091186
Systropha planidens,0.92,2.405,-0.08338160893905101,0.8775499035577244,-0.024569540179495822
Xylocopa cantabrita,4.2989999999999995,5.206111111111111,1.4583824375141443,1.6498331492395677,0.0651265713286535
Xylocopa valga,7.43,7.024,2.005525858729668,1.9493328563328156,0.04914250838961146
Xylocopa violacea,6.777666666666667,5.911111111111111,1.913632893260095,1.7768338190113793,0.2815869182339356
Xylocopa virginica,5.3,7.848571428571429,1.667706820558076,2.0603315316118147,-0.49737925393820537
