Species,Brain.weight,IT,log_brain_weight,log_it,residuals,Habitat,Preference,brain_it
Andrena_angustior,0.4063333333333333,1.7973333333333332,-0.9005814381689753,0.5863040849418961,-0.1391117603056488,Urban,0,0.22607566765578635
Andrena_barbilabris,0.983,2.28,-0.01714615883497051,0.8241754429663494,0.08096970163716875,Urban,0,0.431140350877193
Andrena_bicolor,0.7025,2.205,-0.3531098777742362,0.7907275088988094,-0.04808900938106306,Urban,2e-4,0.31859410430839
Andrena_carantonica,1.8105,2.775,0.5936030502235589,1.020650747198398,0.1967116884152827,Urban,0,0.6524324324324324
Andrena_chrysosceles,0.831,1.8525,-0.18512548412668892,0.616536078188105,0.17626835357880638,Urban,0,0.448582995951417
Andrena_cineraria,1.6334,2.724,0.4906637319420382,1.0021013882872658,0.1645997004425764,Urban,0,0.5996328928046989
Andrena_dorsata,0.7176,2.262,-0.33184296823755066,0.8162493776939287,-0.06272266598082762,Urban,0,0.31724137931034485
Andrena_flavipes,1.148375,2.5575,0.1383478996094934,0.9390302188436446,0.05175125431103445,Urban,0,0.4490224828934506
Andrena_fucata,0.7010000000000001,2.66,-0.35524739194754684,0.9783261227936078,-0.21468418135155384,Urban,0,0.2635338345864662
Andrena_fulva,1.5913333333333333,2.76,0.46457223924852864,1.0152306797290584,0.14502604696175417,Urban,1,0.5765700483091788
Andrena_gravida,1.59425,2.635,0.46640340621324394,0.9688831819933256,0.185318557930136,Urban,8e-4,0.6050284629981025
Andrena_haemorrhoa,1.1656,2.436,0.153235975898858,0.8903573498476506,0.1048616840079984,Urban,0,0.47848932676518885
Andrena_labiata,0.5800000000000001,2.2333333333333334,-0.5447271754416719,0.8034952377288107,-0.15469138096574306,Urban,0.003,0.25970149253731345
Andrena_nigriceps,0.814,2.62,-0.2057949129795968,0.9631743177730056,-0.13586910838309324,Urban,2e-4,0.31068702290076333
Andrena_nigroaenea,1.7126666666666666,3.5733333333333333,0.5380516100195821,1.2734988669745462,-0.04695864976607963,Urban,0.0364,0.4792910447761194
Andrena_nitida,1.9736,2.808,0.67985928623301,1.0324724861635646,0.2299236199747693,Urban,0,0.7028490028490029
