IT,Habitat,Preference,Species,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
1.26,Agricultural,0.5192307692307693,NA,1,1.26,Agricultural,0.8701294048405784,0.06680153581511603,0.6808192520668994,0.9612303575910595
1.26,Natural,0.5192307692307693,NA,1,1.26,Natural,0.896827576639808,0.053495890936742556,0.7364718300052773,0.9695907681578443
1.26,Urban,0.5192307692307693,NA,1,1.26,Urban,0.023919001063804412,0.017879965861067222,0.00397322670655461,0.09597478587835452
1.308838383838384,Agricultural,0.5192307692307693,NA,1,1.308838383838384,Agricultural,0.8652826313663258,0.06730157844366386,0.6768784562912951,0.9582029554686704
1.308838383838384,Natural,0.5192307692307693,NA,1,1.308838383838384,Natural,0.891978304007313,0.05470992899114682,0.7322378134262261,0.9670965644362604
1.308838383838384,Urban,0.5192307692307693,NA,1,1.308838383838384,Urban,0.026013294931232132,0.01901813271349071,0.004525931981263686,0.10058444328091451
1.3576767676767676,Agricultural,0.5192307692307693,NA,1,1.3576767676767676,Agricultural,0.8603561016192662,0.0680965685296644,0.6730845640190057,0.9551676551550142
1.3576767676767676,Natural,0.5192307692307693,NA,1,1.3576767676767676,Natural,0.88692195525751,0.05577876330311616,0.7270152211914985,0.9643995065399272
1.3576767676767676,Urban,0.5192307692307693,NA,1,1.3576767676767676,Urban,0.02837172296123215,0.020247580783301276,0.0051361618630940365,0.10514698322362354
1.4065151515151515,Agricultural,0.5192307692307693,NA,1,1.4065151515151515,Agricultural,0.8554099827586621,0.06862804838558888,0.6691579731575317,0.9518622863251699
1.4065151515151515,Natural,0.5192307692307693,NA,1,1.4065151515151515,Natural,0.8816372839633894,0.056662275147367575,0.7217165028915563,0.9612351672921107
1.4065151515151515,Urban,0.5192307692307693,NA,1,1.4065151515151515,Urban,0.030954800783925332,0.021402058329580656,0.005876126820360416,0.11026003433484569
1.4553535353535354,Agricultural,0.5192307692307693,NA,1,1.4553535353535354,Agricultural,0.8497668419727937,0.06917149020669028,0.6659188180174673,0.9484730729238781
1.4553535353535354,Natural,0.5192307692307693,NA,1,1.4553535353535354,Natural,0.8766369183761848,0.057604298389782455,0.7164080309867251,0.9585202597041362
1.4553535353535354,Urban,0.5192307692307693,NA,1,1.4553535353535354,Urban,0.033691023739213774,0.02259586200989039,0.0066933613981655544,0.11480015156560101
1.5041919191919193,Agricultural,0.5192307692307693,NA,1,1.5041919191919193,Agricultural,0.844216456933552,0.06950152486456825,0.6615023637199265,0.9448957891255427
1.5041919191919193,Natural,0.5192307692307693,NA,1,1.5041919191919193,Natural,0.8710447619645935,0.058399055246612985,0.7109749675467577,0.9555404523852157
1.5041919191919193,Urban,0.5192307692307693,NA,1,1.5041919191919193,Urban,0.03663123192138577,0.023944271598697622,0.0075963259508246015,0.120833336259692
1.5530303030303032,Agricultural,0.5192307692307693,NA,1,1.5530303030303032,Agricultural,0.8387541902403077,0.06962560148310946,0.657262816625949,0.9409118109148457
1.5530303030303032,Natural,0.5192307692307693,NA,1,1.5530303030303032,Natural,0.8652240142670946,0.05922815338620769,0.704946772025994,0.9521371434138834
1.5530303030303032,Urban,0.5192307692307693,NA,1,1.5530303030303032,Urban,0.03979636919109393,0.025233623583784656,0.008635695883784322,0.1257492727652444
1.6018686868686869,Agricultural,0.5192307692307693,NA,1,1.6018686868686869,Agricultural,0.8331917386467209,0.07011183209884124,0.6532469089361789,0.9369955950136386
1.6018686868686869,Natural,0.5192307692307693,NA,1,1.6018686868686869,Natural,0.8591393683915984,0.05984842296634597,0.7001738579114483,0.9487882885487666
1.6018686868686869,Urban,0.5192307692307693,NA,1,1.6018686868686869,Urban,0.04327459579609033,0.026654910927769518,0.009783714042266424,0.1325313492766357
1.6507070707070708,Agricultural,0.5192307692307693,NA,1,1.6507070707070708,Agricultural,0.8273697272320607,0.06989932296610399,0.6488003073965006,0.9323627766015381
1.6507070707070708,Natural,0.5192307692307693,NA,1,1.6507070707070708,Natural,0.8530038268726343,0.060459084439657314,0.6944125562871578,0.9450698415745159
1.6507070707070708,Urban,0.5192307692307693,NA,1,1.6507070707070708,Urban,0.047005421883179556,0.028041571332633554,0.011142138192188355,0.1389440426277687
1.6995454545454547,Agricultural,0.5192307692307693,NA,1,1.6995454545454547,Agricultural,0.8213027973209163,0.06997408443842561,0.6432660566036931,0.9269769821841294
1.6995454545454547,Natural,0.5192307692307693,NA,1,1.6995454545454547,Natural,0.8462196812367982,0.061289739389370476,0.687901641488635,0.9408866476126921
1.6995454545454547,Urban,0.5192307692307693,NA,1,1.6995454545454547,Urban,0.0511882417077111,0.029621158578995173,0.012574388627393438,0.14631045497248554
1.7483838383838384,Agricultural,0.5192307692307693,NA,1,1.7483838383838384,Agricultural,0.8148842658012676,0.06988656003501674,0.6383358780231145,0.9217101575684049
1.7483838383838384,Natural,0.5192307692307693,NA,1,1.7483838383838384,Natural,0.8394855917106259,0.06156441205232376,0.6821429849667283,0.9367095682733281
1.7483838383838384,Urban,0.5192307692307693,NA,1,1.7483838383838384,Urban,0.05568819612450649,0.03120946588608362,0.014330865820197906,0.15270234459701362
1.7972222222222223,Agricultural,0.5192307692307693,NA,1,1.7972222222222223,Agricultural,0.8081970979151076,0.06989834219598674,0.6340994192195579,0.9163956530785486
1.7972222222222223,Natural,0.5192307692307693,NA,1,1.7972222222222223,Natural,0.8326595961802774,0.062203426790792084,0.6758877425841697,0.931669842295952
1.7972222222222223,Urban,0.5192307692307693,NA,1,1.7972222222222223,Urban,0.060319218826164304,0.032888819691355826,0.016214669661243044,0.16035952309355975
1.8460606060606062,Agricultural,0.5192307692307693,NA,1,1.8460606060606062,Agricultural,0.8016506218972528,0.06971587214008217,0.6293352547756518,0.9113490227350951
1.8460606060606062,Natural,0.5192307692307693,NA,1,1.8460606060606062,Natural,0.8251298544079284,0.06267380224239523,0.6696213194399193,0.9275136133546548
1.8460606060606062,Urban,0.5192307692307693,NA,1,1.8460606060606062,Urban,0.06569505480810303,0.034695078649668046,0.01852833779859517,0.16861720934332688
1.89489898989899,Agricultural,0.5192307692307693,NA,1,1.89489898989899,Agricultural,0.7953018247108783,0.06953095638604523,0.6241204870097379,0.9058332766904408
1.89489898989899,Natural,0.5192307692307693,NA,1,1.89489898989899,Natural,0.8177506993367489,0.06347548778361083,0.6642232739012721,0.9218003207573157
1.89489898989899,Urban,0.5192307692307693,NA,1,1.89489898989899,Urban,0.0713925832278681,0.03652410456953048,0.020885281008624103,0.17596787752626442
1.943737373737374,Agricultural,0.5192307692307693,NA,1,1.943737373737374,Agricultural,0.7881540389575208,0.06959957857614671,0.6188202726443713,0.9000584563981939
1.943737373737374,Natural,0.5192307692307693,NA,1,1.943737373737374,Natural,0.8099885086837206,0.06396258461404318,0.6574312122653252,0.9154846646872489
1.943737373737374,Urban,0.5192307692307693,NA,1,1.943737373737374,Urban,0.07785605566880432,0.0384500462290742,0.023648575337022686,0.1857642256216918
1.9925757575757577,Agricultural,0.5192307692307693,NA,1,1.9925757575757577,Agricultural,0.7808031448472539,0.06978062932907446,0.6137402996583321,0.8933801342798576
1.9925757575757577,Natural,0.5192307692307693,NA,1,1.9925757575757577,Natural,0.8025159874863562,0.06451333628757423,0.6510978683899649,0.9103429048326174
1.9925757575757577,Urban,0.5192307692307693,NA,1,1.9925757575757577,Urban,0.08428781367507875,0.04020087724305346,0.027017677431832747,0.1961175589164728
2.0414141414141413,Agricultural,0.5192307692307693,NA,1,2.0414141414141413,Agricultural,0.7737253063096172,0.06930848797330814,0.6086417718956374,0.8871252105904073
2.0414141414141413,Natural,0.5192307692307693,NA,1,2.0414141414141413,Natural,0.7941736019688663,0.06524945946056035,0.6434296615115953,0.904061382645928
2.0414141414141413,Urban,0.5192307692307693,NA,1,2.0414141414141413,Urban,0.09140129321924836,0.041764387822452294,0.030301414893488254,0.20610404455896467
2.0902525252525255,Agricultural,0.5192307692307693,NA,1,2.0902525252525255,Agricultural,0.7663049867868004,0.06966221495660048,0.6046307274031967,0.8808441426854228
2.0902525252525255,Natural,0.5192307692307693,NA,1,2.0902525252525255,Natural,0.7856010842413741,0.06527296644806187,0.6360733847718603,0.8970818936412301
2.0902525252525255,Urban,0.5192307692307693,NA,1,2.0902525252525255,Urban,0.09906736197600574,0.04361421985430548,0.034263244557785615,0.2153627614515036
2.139090909090909,Agricultural,0.5192307692307693,NA,1,2.139090909090909,Agricultural,0.7585467297698771,0.06957211508194942,0.5996371342119623,0.8733961229044552
2.139090909090909,Natural,0.5192307692307693,NA,1,2.139090909090909,Natural,0.7766262591646206,0.06593827202301603,0.6279407256119373,0.8908348377476398
2.139090909090909,Urban,0.5192307692307693,NA,1,2.139090909090909,Urban,0.10719475038758328,0.045258405407939205,0.038933229530442225,0.2269254951674903
