"","Species","Brain.weight","IT","residuals","Habitat","Preference"
"323","Andrena_gravida",1.59425,2.635,0.353496942785333,"Natural",0
"324","Andrena_haemorrhoa",1.1656,2.436,0.18799783531792,"Natural",0
"325","Andrena_labiata",0.58,2.23333333333333,-0.346620566084276,"Natural",0
"326","Andrena_nigroaenea",1.71266666666667,3.57333333333333,-0.147686571136726,"Natural",0
"327","Andrena_nitida",1.9736,2.808,0.44737273506524,"Natural",0
"328","Andrena_ovatula",0.746333333333333,2.69333333333333,-0.446665736364914,"Natural",0
"329","Andrena_pilipes",1.45714285714286,2.90642857142857,0.0792027894775054,"Natural",0
"330","Andrena_semilaevis",0.277,1.575,-0.428883204706523,"Natural",0
"331","Andrena_subopaca",0.343333333333333,1.84666666666667,-0.513438132746577,"Natural",0
"332","Andrena_tibialis",1.6475,3.27,-0.0196615812858776,"Natural",0
"333","Andrena_wilkella",1.01025,2.286,0.164472977124401,"Natural",0
"334","Anthidium_manicatum",2.3458,3.6718,0.115770251284145,"Natural",0
"335","Anthidium_oblongatum",1.75257142857143,3.07185714285714,0.15970960329648,"Natural",0
"336","Anthophora_bimaculata",1.48,2.82,0.151536307782016,"Natural",0.551
"337","Anthophora_plumipes",3.752,3.993,0.427731980440801,"Natural",0
"338","Anthophora_quadrimaculata",2.2225,3.86,-0.0322209988638852,"Natural",0
"339","Bombus_hypnorum",2.29,3.37,0.252985209656174,"Natural",0
"340","Bombus_jonellus",2.3005,4.0175,-0.0729335994142793,"Natural",1
"341","Bombus_lucorum",2.4,4.861,-0.388986443173959,"Natural",0
"342","Bombus_muscorum",2.18222222222222,3.81166666666667,-0.026814369867663,"Natural",0
"343","Bombus_pascuorum",2.40409090909091,3.69790909090909,0.126991177121428,"Natural",0
"344","Bombus_pratorum",2.02641666666667,3.58775,0.012959196258651,"Natural",0
"345","Bombus_terrestris",3.05281132075472,4.22879245283019,0.113614345120543,"Natural",0
"346","Dasypoda_hirtipes",0.47,2.957,-1.08473649191564,"Natural",0
"347","Halictus_confusus",0.4184,1.7855,-0.252359556952746,"Natural",0.9681
"348","Halictus_quadricinctus",1.55,2.895,0.148389196177248,"Natural",0
"349","Halictus_rubicundus",0.83875,2.313875,-0.0443592557462495,"Natural",0
"350","Lasioglossum_calceatum",0.656333333333333,1.89166666666667,0.0892536770143502,"Natural",0
"351","Lasioglossum_fulvicorne",0.3,1.26,0.0705046200417651,"Natural",0
"352","Lasioglossum_leucozonium",0.48,2.21666666666667,-0.521776310270077,"Natural",0
"353","Lasioglossum_malachurum",0.424777777777778,1.43466666666667,0.174159443302799,"Natural",0
"354","Lasioglossum_punctatissimum",0.29775,1.5625,-0.341662309354123,"Natural",0.0952
"355","Lasioglossum_sexnotatum",0.817666666666667,2.56,-0.25990563046771,"Natural",0
"356","Lasioglossum_sexstrigatum",0.231,1.26,-0.190860144092642,"Natural",0
"357","Lasioglossum_zonulum",0.657,2.285,-0.264973309688452,"Natural",0
"358","Megachile_centuncularis",1.3815,3.329875,-0.229872078164104,"Natural",0
"359","Megachile_rotundata",1.391,3.1667,-0.128533499638932,"Natural",0
"360","Megachile_willughbiella",1.966,3.694,-0.0721906823285321,"Natural",0
"361","Nomada_succincta",1.34,2.057,0.645441524477969,"Natural",9e-04
"362","Osmia_caerulescens",0.704421052631579,2.13989473684211,-0.0719022023481536,"Natural",0
"363","Osmia_cornuta",1.79939325842697,3.41074157303371,-0.0107151103724384,"Natural",0
"364","Osmia_leaiana",1.1025,2.7655,-0.106226553940582,"Natural",0
"365","Panurgus_banksianus",1.63,2.379,0.567866845029763,"Natural",0.0027
"366","Panurgus_calcaratus",0.53,1.646375,0.136631073043337,"Natural",0
"367","Stelis_breviuscula",0.443333333333333,1.96566666666667,-0.37525419439881,"Natural",0
"368","Xylocopa_violacea",6.77766666666667,5.91111111111111,0.281370158761188,"Natural",0
"369","Agapostemon_sericeus",0.8495,2.25425,0.0174690305643134,"Natural",1
"370","Agapostemon_virescens",1.281,1.7145,0.942904127578453,"Natural",1
"371","Andrena_carlini",1.558,3.10233333333333,0.0234637091740494,"Natural",1
"372","Andrena_crataegi",0.798333333333333,1.9685,0.210241463618517,"Natural",0.9997
"373","Andrena_dunningi",1.2845,2.555875,0.194796987076897,"Natural",0.9997
"374","Andrena_hirticincta",1.168,2.667,0.0196867104499441,"Natural",1
"375","Andrena_milwaukeensis",1.0025,2.286,0.156772032346542,"Natural",1
"376","Andrena_miserabilis",0.4545,2.055,-0.433956168411443,"Natural",1
"377","Andrena_nasonii",0.3305,1.27,0.152463064732593,"Natural",1
"378","Andrena_nubecula",0.4155,1.3335,0.289588808150405,"Natural",1
"379","Andrena_pruni",0.6605,1.762125,0.22898100579616,"Natural",1
"380","Andrena_rugosa",0.515333333333333,1.54516666666667,0.227875078616756,"Natural",1
"381","Andrena_vicina",1.56025,2.82575,0.200509822978708,"Natural",1
"382","Andrena_wilkella",1.01025,2.286,0.164472977124401,"Natural",1
"383","Anthidium_manicatum",2.3458,3.6718,0.115770251284145,"Natural",0.2166
"384","Anthidium_oblongatum",1.75257142857143,3.07185714285714,0.15970960329648,"Natural",0.2223
"385","Augochlora_pura",0.586,1.9381,-0.0696972949217295,"Natural",1
"386","Augochlorella_aurata",0.35225,1.444625,-0.026073472214891,"Natural",1
"387","Augochloropsis_metallica",0.701,1.9685,0.080223129476201,"Natural",1
"388","Bombus_griseocollis",3.053,4.29683333333333,0.0836598128458149,"Natural",1
"389","Bombus_impatiens",2.59366666666667,4.14205555555556,-0.0104038040406887,"Natural",1
"390","Bombus_ternarius",1.987,3.1115,0.261138463509543,"Natural",1
"391","Bombus_vagans",1.179,2.794,-0.0584207353429976,"Natural",1
"392","Calliopsis_andreniformis",0.365,1.524,-0.0911030789744605,"Natural",1
"393","Ceratina_calcarata",0.332,1.70616666666667,-0.398194712563026,"Natural",1
"394","Ceratina_strenua",0.153,0.889,0.0530238095245676,"Natural",1
"395","Colletes_thoracicus",1.52133333333333,3.28083333333333,-0.105553144039858,"Natural",1
"396","Halictus_confusus",0.4184,1.7855,-0.252359556952746,"Natural",1
"397","Halictus_ligatus",0.689,2.49885714285714,-0.38566018050853,"Natural",1
"398","Halictus_rubicundus",0.83875,2.313875,-0.0443592557462495,"Natural",1
"399","Hylaeus_mesillae",0.34,1.76,-0.432801372462269,"Natural",0.9983
"400","Hylaeus_modestus",0.31,2.08,-0.839320952911581,"Natural",1
"401","Lasioglossum_coriaceum",0.742,1.905,0.198725954331003,"Natural",1
"402","Lasioglossum_leucozonium",0.48,2.21666666666667,-0.521776310270077,"Natural",1
"403","Megachile_campanulae",0.822,2.286,-0.0417397317780023,"Natural",1
"404","Megachile_mendica",1.803,2.8575,0.324104240089709,"Natural",1
"405","Megachile_pugnata",3,6.43,-0.691877599285036,"Natural",0.5339
"406","Megachile_rotundata",1.391,3.1667,-0.128533499638932,"Natural",0.1223
"407","Megachile_sculpturalis",3.854,4.7625,0.123153057065378,"Natural",1
"408","Nomada_cressonii",1.76,3.34,0.00656257079853171,"Natural",1
"409","Nomada_luteoloides",1.7,3.53,-0.132165880072828,"Natural",1
"410","Osmia_atriventris",0.447,2.032,-0.429429790459283,"Natural",1
"411","Osmia_bucephala",1.421,3.048,-0.0353519512529819,"Natural",1
"412","Osmia_cornifrons",0.877,2.746375,-0.322005225808179,"Natural",1
"413","Osmia_lignaria",1.1735,3.46075,-0.465545783902124,"Natural",1
"414","Osmia_pumila",0.604,1.80975,0.0894082728542806,"Natural",1
"415","Ptilothrix_bombiformis",2.129,3.3655,0.182598517858549,"Natural",1
"416","Xylocopa_virginica",5.3,7.84857142857143,-0.497675151353017,"Natural",1
