brain_it,Habitat,Preference,Species,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
0.1548780487804878,Agricultural,0.5153061224489796,NA,1,0.1548780487804878,Agricultural,0.9198950251103841,0.05056524183046922,0.7674192801975684,0.9827479008694797
0.1548780487804878,Natural,0.5153061224489796,NA,1,0.1548780487804878,Natural,0.8797086659138138,0.061068381541269874,0.7066454364009039,0.9616451886320992
0.1548780487804878,Urban,0.5153061224489796,NA,1,0.1548780487804878,Urban,0.0417728748641729,0.02909199792633306,0.007804597439036063,0.14141251888789974
0.1647903989629665,Agricultural,0.5153061224489796,NA,1,0.1647903989629665,Agricultural,0.9162308460971782,0.05163641069584447,0.7627488728077164,0.9813104353569648
0.1647903989629665,Natural,0.5153061224489796,NA,1,0.1647903989629665,Natural,0.8746186258959251,0.06203833855216823,0.7016574843112307,0.9590064288781701
0.1647903989629665,Urban,0.5153061224489796,NA,1,0.1647903989629665,Urban,0.044381461645669654,0.030233291886903487,0.008592878361025092,0.14648812343887066
0.17470274914544517,Agricultural,0.5153061224489796,NA,1,0.17470274914544517,Agricultural,0.9123891421230916,0.05269358916994586,0.7596000623452157,0.9797789108368736
0.17470274914544517,Natural,0.5153061224489796,NA,1,0.17470274914544517,Natural,0.8693449069657808,0.06273909020174158,0.6956789905350103,0.9557827487057493
0.17470274914544517,Urban,0.5153061224489796,NA,1,0.17470274914544517,Urban,0.04707675961529293,0.03132680705136201,0.00950655745345989,0.15109068411209892
0.18461509932792386,Agricultural,0.5153061224489796,NA,1,0.18461509932792386,Agricultural,0.9085400010517577,0.05362737187877498,0.7551672059616116,0.9781946472607341
0.18461509932792386,Natural,0.5153061224489796,NA,1,0.18461509932792386,Natural,0.8641607080584992,0.06337147355768531,0.6908799217349303,0.9527133163446095
0.18461509932792386,Urban,0.5153061224489796,NA,1,0.18461509932792386,Urban,0.05003880142965833,0.032633983446752064,0.010485128088313781,0.15568511640283028
