Brain.weight,Habitat,Preference,Species,cond__,effect1__,effect2__,estimate__,se__,lower__,upper__
0.231,Agricultural,0.5220588235294118,NA,1,0.231,Agricultural,0.9461748416252407,0.042461661976208445,0.8001660825293195,0.9923883832779403
0.231,Natural,0.5220588235294118,NA,1,0.231,Natural,0.853008527943302,0.08224492501111236,0.641989655248164,0.9613233678819255
0.231,Urban,0.5220588235294118,NA,1,0.231,Urban,0.023273565489911562,0.021295767844898512,0.002124153966939502,0.12377222678038459
0.296976430976431,Agricultural,0.5220588235294118,NA,1,0.296976430976431,Agricultural,0.9413625165978503,0.04465513516047911,0.7945859744273936,0.991181761194108
0.296976430976431,Natural,0.5220588235294118,NA,1,0.296976430976431,Natural,0.8441126064330412,0.08341154168152291,0.6365468282011243,0.9564491841043351
0.296976430976431,Urban,0.5220588235294118,NA,1,0.296976430976431,Urban,0.02644899916307318,0.02339485232343649,0.002647736750643053,0.13260670703211944
0.3629528619528619,Agricultural,0.5220588235294118,NA,1,0.3629528619528619,Agricultural,0.9359233383056362,0.04706648976957223,0.7889093040641295,0.9896463787864155
0.3629528619528619,Natural,0.5220588235294118,NA,1,0.3629528619528619,Natural,0.8342224485285603,0.08476587243472705,0.6296653551112674,0.9514687806648763
0.3629528619528619,Urban,0.5220588235294118,NA,1,0.3629528619528619,Urban,0.030282215289563704,0.02593628513145327,0.003308593335034211,0.14048319817331759
0.42892929292929294,Agricultural,0.5220588235294118,NA,1,0.42892929292929294,Agricultural,0.9302903254142714,0.049754513399608985,0.7812172540291501,0.9878835456858045
0.42892929292929294,Natural,0.5220588235294118,NA,1,0.42892929292929294,Natural,0.8234939807491108,0.08493396862652706,0.6227564683802785,0.946038516945226
0.42892929292929294,Urban,0.5220588235294118,NA,1,0.42892929292929294,Urban,0.034586562891841366,0.028486484957232154,0.0041227536860603455,0.14905204848405865
0.49490572390572385,Agricultural,0.5220588235294118,NA,1,0.49490572390572385,Agricultural,0.9240956749264604,0.05217909737462039,0.7718537343923491,0.9860239759554786
0.49490572390572385,Natural,0.5220588235294118,NA,1,0.49490572390572385,Natural,0.8122413173407281,0.08570342050088832,0.6144584377175063,0.9389112036265985
0.49490572390572385,Urban,0.5220588235294118,NA,1,0.49490572390572385,Urban,0.03924966938940186,0.031148675510792086,0.005063770992187815,0.15895006371632187
0.5608821548821549,Agricultural,0.5220588235294118,NA,1,0.5608821548821549,Agricultural,0.9175398626339701,0.05437604882818355,0.7627682056736372,0.9834992192887466
0.5608821548821549,Natural,0.5220588235294118,NA,1,0.5608821548821549,Natural,0.8008904426509641,0.08594929654931613,0.6068612344578742,0.9314780396283848
0.5608821548821549,Urban,0.5220588235294118,NA,1,0.5608821548821549,Urban,0.04457000821507985,0.03393510269717729,0.006349158377264217,0.17009004431784253
0.6268585858585858,Agricultural,0.5220588235294118,NA,1,0.6268585858585858,Agricultural,0.9103266549356729,0.05649499075549384,0.7540649001751786,0.9808182383951871
0.6268585858585858,Natural,0.5220588235294118,NA,1,0.6268585858585858,Natural,0.7894762581751986,0.08595460405336305,0.5957931834541873,0.9243713311240266
0.6268585858585858,Urban,0.5220588235294118,NA,1,0.6268585858585858,Urban,0.050714183490908164,0.03705036317253591,0.007895921199432639,0.18077453939026072
0.6928350168350168,Agricultural,0.5220588235294118,NA,1,0.6928350168350168,Agricultural,0.9024301544402564,0.05892806132882376,0.7422902449498817,0.9776203566519447
0.6928350168350168,Natural,0.5220588235294118,NA,1,0.6928350168350168,Natural,0.7768120372995563,0.08635987783756767,0.5852262433801336,0.9152853253603883
0.6928350168350168,Urban,0.5220588235294118,NA,1,0.6928350168350168,Urban,0.057514136667111845,0.039775263916653016,0.009814430972136013,0.18968417533391824
0.7588114478114477,Agricultural,0.5220588235294118,NA,1,0.7588114478114477,Agricultural,0.8937329255660136,0.061502375762823656,0.7297547000693239,0.9740640843608009
0.7588114478114477,Natural,0.5220588235294118,NA,1,0.7588114478114477,Natural,0.7635603389159322,0.08640624523222641,0.5743005691056225,0.9061983282102213
0.7588114478114477,Urban,0.5220588235294118,NA,1,0.7588114478114477,Urban,0.06485865137047894,0.04272205863429962,0.012249286093136772,0.20103502307484516
0.8247878787878787,Agricultural,0.5220588235294118,NA,1,0.8247878787878787,Agricultural,0.8844431926846732,0.06372110953417416,0.7154063421471492,0.9698442946040431
0.8247878787878787,Natural,0.5220588235294118,NA,1,0.8247878787878787,Natural,0.7501106025200945,0.08588227040021337,0.5636918104062775,0.8960456870794291
0.8247878787878787,Urban,0.5220588235294118,NA,1,0.8247878787878787,Urban,0.07360463130798375,0.046005944077356094,0.015118660332477057,0.2137768018123439
0.8907643097643096,Agricultural,0.5220588235294118,NA,1,0.8907643097643096,Agricultural,0.8739955429838517,0.06569338068105479,0.7063370092354089,0.9650238692988786
0.8907643097643096,Natural,0.5220588235294118,NA,1,0.8907643097643096,Natural,0.7357857533650088,0.08512053575825755,0.5519342334625307,0.8847955200496993
0.8907643097643096,Urban,0.5220588235294118,NA,1,0.8907643097643096,Urban,0.08362047223051468,0.04887426688908925,0.018384688565674503,0.22701877090864162
0.9567407407407406,Agricultural,0.5220588235294118,NA,1,0.9567407407407406,Agricultural,0.8635523125625214,0.06778650450731843,0.6934316559431838,0.959828939963649
0.9567407407407406,Natural,0.5220588235294118,NA,1,0.9567407407407406,Natural,0.7216336037122573,0.08515094607707324,0.5372053147753086,0.8736204282710736
0.9567407407407406,Urban,0.5220588235294118,NA,1,0.9567407407407406,Urban,0.09425465638287664,0.05221446913966182,0.02273973382812678,0.24100061540474754
1.0227171717171717,Agricultural,0.5220588235294118,NA,1,1.0227171717171717,Agricultural,0.8522141274288022,0.06986423952811037,0.6792917942264937,0.9542916270037992
1.0227171717171717,Natural,0.5220588235294118,NA,1,1.0227171717171717,Natural,0.7067262924772455,0.08502692719773071,0.5241155616404096,0.8611867483936
1.0227171717171717,Urban,0.5220588235294118,NA,1,1.0227171717171717,Urban,0.10598760837632148,0.05499938219316381,0.027845753529171687,0.2575337621686745
1.0886936026936027,Agricultural,0.5220588235294118,NA,1,1.0886936026936027,Agricultural,0.8404841456405456,0.07194704018900679,0.6646523647691703,0.9471691240911031
1.0886936026936027,Natural,0.5220588235294118,NA,1,1.0886936026936027,Natural,0.691617967628587,0.08450009053108833,0.5071579592394817,0.8473004094293266
1.0886936026936027,Urban,0.5220588235294118,NA,1,1.0886936026936027,Urban,0.11954781783917119,0.0589740622359911,0.03416693043736437,0.2771589495039547
1.1546700336700335,Agricultural,0.5220588235294118,NA,1,1.1546700336700335,Agricultural,0.827717605532761,0.07312623619372798,0.6490281389697223,0.9394406099213326
1.1546700336700335,Natural,0.5220588235294118,NA,1,1.1546700336700335,Natural,0.676259552413105,0.08436566745408272,0.49287879393481693,0.8345481743426687
1.1546700336700335,Urban,0.5220588235294118,NA,1,1.1546700336700335,Urban,0.13379254655538866,0.061958131175134615,0.041390971396117734,0.29568276533762766
1.2206464646464645,Agricultural,0.5220588235294118,NA,1,1.2206464646464645,Agricultural,0.8140623421035416,0.07459986803390914,0.6347695024535356,0.9315151492519971
1.2206464646464645,Natural,0.5220588235294118,NA,1,1.2206464646464645,Natural,0.6610286163454454,0.08445705330578016,0.4790112010073897,0.8220306575096602
1.2206464646464645,Urban,0.5220588235294118,NA,1,1.2206464646464645,Urban,0.14964743791362878,0.06519181970702072,0.04943992024586666,0.3154214915773637
1.2866228956228956,Agricultural,0.5220588235294118,NA,1,1.2866228956228956,Agricultural,0.7993210723988515,0.07631464307265295,0.6167720836763524,0.9229925968143595
1.2866228956228956,Natural,0.5220588235294118,NA,1,1.2866228956228956,Natural,0.6446003698393643,0.08539274999189517,0.4626560331851468,0.8070697054798939
1.2866228956228956,Urban,0.5220588235294118,NA,1,1.2866228956228956,Urban,0.16768012631277748,0.06871659999930729,0.0595431960515209,0.3387835398801055
1.3525993265993266,Agricultural,0.5220588235294118,NA,1,1.3525993265993266,Agricultural,0.7847532294773525,0.07842399477184867,0.5995727774473605,0.9135707851911133
1.3525993265993266,Natural,0.5220588235294118,NA,1,1.3525993265993266,Natural,0.6280633867747394,0.08670838345897043,0.445624373803583,0.7953619950412336
1.3525993265993266,Urban,0.5220588235294118,NA,1,1.3525993265993266,Urban,0.18740651841977352,0.07232410831699934,0.07161952173846886,0.36211783780307133
1.4185757575757576,Agricultural,0.5220588235294118,NA,1,1.4185757575757576,Agricultural,0.7684541713989211,0.08186042879086362,0.5781847221472871,0.9034612629037075
1.4185757575757576,Natural,0.5220588235294118,NA,1,1.4185757575757576,Natural,0.6104441931666179,0.08881124543018051,0.42766669122817,0.7817427658656897
1.4185757575757576,Urban,0.5220588235294118,NA,1,1.4185757575757576,Urban,0.20746825474639571,0.07572301245721874,0.08457727908414787,0.39212536812688664
1.4845521885521884,Agricultural,0.5220588235294118,NA,1,1.4845521885521884,Agricultural,0.751936883055248,0.0854910811408377,0.5548434976899127,0.8930145704576531
1.4845521885521884,Natural,0.5220588235294118,NA,1,1.4845521885521884,Natural,0.5938697666609332,0.0905999675029268,0.40720768872793595,0.7661677293486941
