"","Species","Brain.weight","IT","residuals","Habitat","Preference"
"173","Andrena_chrysosceles",0.831,1.8525,0.364559004456993,"Natural",0
"174","Andrena_cineraria",1.6334,2.724,0.315290221971901,"Natural",0
"175","Andrena_dorsata",0.7176,2.262,-0.157720599563025,"Natural",0
"176","Andrena_flavipes",1.17966666666667,2.57211111111111,0.0977512911768199,"Natural",0
"177","Andrena_fucata",0.701,2.66,-0.485911365135228,"Natural",0.9989
"178","Andrena_fulva",1.59133333333333,2.76,0.264509013876433,"Natural",0
"179","Andrena_gravida",1.59425,2.635,0.353496942785333,"Natural",0
"180","Andrena_haemorrhoa",1.1656,2.436,0.18799783531792,"Natural",0
"181","Andrena_labiata",0.58,2.23333333333333,-0.346620566084276,"Natural",0
"182","Andrena_nigroaenea",1.71266666666667,3.57333333333333,-0.147686571136726,"Natural",0
"183","Andrena_nitida",1.9736,2.808,0.44737273506524,"Natural",0
"184","Andrena_ovatula",0.746333333333333,2.69333333333333,-0.446665736364914,"Natural",0
"185","Andrena_pilipes",1.45714285714286,2.90642857142857,0.0792027894775054,"Natural",0
"186","Andrena_semilaevis",0.277,1.575,-0.428883204706523,"Natural",0
"187","Andrena_subopaca",0.343333333333333,1.84666666666667,-0.513438132746577,"Natural",0
"188","Andrena_tibialis",1.6475,3.27,-0.0196615812858776,"Natural",0
"189","Andrena_wilkella",1.01025,2.286,0.164472977124401,"Natural",0
"190","Anthidium_manicatum",2.3458,3.6718,0.115770251284145,"Natural",0
"191","Anthidium_oblongatum",1.75257142857143,3.07185714285714,0.15970960329648,"Natural",0
"192","Anthophora_bimaculata",1.48,2.82,0.151536307782016,"Natural",0.551
"193","Anthophora_plumipes",3.752,3.993,0.427731980440801,"Natural",0
"194","Anthophora_quadrimaculata",2.2225,3.86,-0.0322209988638852,"Natural",0
"195","Bombus_hypnorum",2.29,3.37,0.252985209656174,"Natural",0
"196","Bombus_jonellus",2.3005,4.0175,-0.0729335994142793,"Natural",1
"197","Bombus_lucorum",2.4,4.861,-0.388986443173959,"Natural",0
"198","Bombus_muscorum",2.18222222222222,3.81166666666667,-0.026814369867663,"Natural",0
"199","Bombus_pascuorum",2.40409090909091,3.69790909090909,0.126991177121428,"Natural",0
"200","Bombus_pratorum",2.02641666666667,3.58775,0.012959196258651,"Natural",0
"201","Bombus_terrestris",3.05281132075472,4.22879245283019,0.113614345120543,"Natural",0
"202","Dasypoda_hirtipes",0.47,2.957,-1.08473649191564,"Natural",0
"203","Halictus_confusus",0.4184,1.7855,-0.252359556952746,"Natural",0.9681
"204","Halictus_quadricinctus",1.55,2.895,0.148389196177248,"Natural",0
"205","Halictus_rubicundus",0.83875,2.313875,-0.0443592557462495,"Natural",0
"206","Lasioglossum_calceatum",0.656333333333333,1.89166666666667,0.0892536770143502,"Natural",0
"207","Lasioglossum_fulvicorne",0.3,1.26,0.0705046200417651,"Natural",0
"208","Lasioglossum_leucozonium",0.48,2.21666666666667,-0.521776310270077,"Natural",0
"209","Lasioglossum_malachurum",0.424777777777778,1.43466666666667,0.174159443302799,"Natural",0
"210","Lasioglossum_punctatissimum",0.29775,1.5625,-0.341662309354123,"Natural",0.0952
"211","Lasioglossum_sexnotatum",0.817666666666667,2.56,-0.25990563046771,"Natural",0
"212","Lasioglossum_sexstrigatum",0.231,1.26,-0.190860144092642,"Natural",0
"213","Lasioglossum_zonulum",0.657,2.285,-0.264973309688452,"Natural",0
"214","Megachile_centuncularis",1.3815,3.329875,-0.229872078164104,"Natural",0
"215","Megachile_rotundata",1.391,3.1667,-0.128533499638932,"Natural",0
"216","Megachile_willughbiella",1.966,3.694,-0.0721906823285321,"Natural",0
"217","Nomada_succincta",1.34,2.057,0.645441524477969,"Natural",9e-04
"218","Osmia_caerulescens",0.704421052631579,2.13989473684211,-0.0719022023481536,"Natural",0
"219","Osmia_cornuta",1.79939325842697,3.41074157303371,-0.0107151103724384,"Natural",0
"220","Osmia_leaiana",1.1025,2.7655,-0.106226553940582,"Natural",0
"221","Panurgus_banksianus",1.63,2.379,0.567866845029763,"Natural",0.0027
"222","Panurgus_calcaratus",0.53,1.646375,0.136631073043337,"Natural",0
"223","Stelis_breviuscula",0.443333333333333,1.96566666666667,-0.37525419439881,"Natural",0
"224","Xylocopa_violacea",6.77766666666667,5.91111111111111,0.281370158761188,"Natural",0
