"","Species","Brain.weight","IT","residuals","Habitat","Preference"
"1","Andrena_angustior",0.406333333333333,1.79733333333333,-0.294045495522293,"Seminatural",0.9252
"2","Andrena_barbilabris",0.983,2.28,0.142071194081394,"Seminatural",0.574
"3","Andrena_bicolor",0.7025,2.205,-0.130993473787811,"Seminatural",1
"4","Andrena_carantonica",1.8105,2.775,0.383347353774812,"Seminatural",1
"5","Andrena_chrysosceles",0.831,1.8525,0.364559004456993,"Seminatural",1
"6","Andrena_cineraria",1.6334,2.724,0.315290221971901,"Seminatural",0.1775
"7","Andrena_dorsata",0.7176,2.262,-0.157720599563025,"Seminatural",1
"8","Andrena_flavipes",1.17966666666667,2.57211111111111,0.0977512911768199,"Seminatural",1
"9","Andrena_fucata",0.701,2.66,-0.485911365135228,"Seminatural",0
"10","Andrena_fulva",1.59133333333333,2.76,0.264509013876433,"Seminatural",0.0769
"11","Andrena_gravida",1.59425,2.635,0.353496942785333,"Seminatural",1
"12","Andrena_haemorrhoa",1.1656,2.436,0.18799783531792,"Seminatural",1
"13","Andrena_labiata",0.58,2.23333333333333,-0.346620566084276,"Seminatural",0.9999
"14","Andrena_nigroaenea",1.71266666666667,3.57333333333333,-0.147686571136726,"Seminatural",0.8087
"15","Andrena_nitida",1.9736,2.808,0.44737273506524,"Seminatural",1
"16","Andrena_ovatula",0.746333333333333,2.69333333333333,-0.446665736364914,"Seminatural",0.9862
"17","Andrena_pilipes",1.45714285714286,2.90642857142857,0.0792027894775054,"Seminatural",0.0344
"18","Andrena_semilaevis",0.277,1.575,-0.428883204706523,"Seminatural",0.5138
"19","Andrena_subopaca",0.343333333333333,1.84666666666667,-0.513438132746577,"Seminatural",0.9995
"20","Andrena_tibialis",1.6475,3.27,-0.0196615812858776,"Seminatural",0.9999
"21","Andrena_wilkella",1.01025,2.286,0.164472977124401,"Seminatural",1
"22","Anthidium_manicatum",2.3458,3.6718,0.115770251284145,"Seminatural",1
"23","Anthidium_oblongatum",1.75257142857143,3.07185714285714,0.15970960329648,"Seminatural",0.1682
"24","Anthophora_bimaculata",1.48,2.82,0.151536307782016,"Seminatural",3e-04
"25","Anthophora_plumipes",3.752,3.993,0.427731980440801,"Seminatural",0
"26","Anthophora_quadrimaculata",2.2225,3.86,-0.0322209988638852,"Seminatural",0.9471
"27","Bombus_hypnorum",2.29,3.37,0.252985209656174,"Seminatural",0
"28","Bombus_jonellus",2.3005,4.0175,-0.0729335994142793,"Seminatural",0
"29","Bombus_lucorum",2.4,4.861,-0.388986443173959,"Seminatural",0
"30","Bombus_muscorum",2.18222222222222,3.81166666666667,-0.026814369867663,"Seminatural",0.7456
"31","Bombus_pascuorum",2.40409090909091,3.69790909090909,0.126991177121428,"Seminatural",1
"32","Bombus_pratorum",2.02641666666667,3.58775,0.012959196258651,"Seminatural",0.1368
"33","Bombus_terrestris",3.05281132075472,4.22879245283019,0.113614345120543,"Seminatural",0
"34","Dasypoda_hirtipes",0.47,2.957,-1.08473649191564,"Seminatural",1
"35","Halictus_confusus",0.4184,1.7855,-0.252359556952746,"Seminatural",0
"36","Halictus_quadricinctus",1.55,2.895,0.148389196177248,"Seminatural",0.7954
"37","Halictus_rubicundus",0.83875,2.313875,-0.0443592557462495,"Seminatural",1
"38","Lasioglossum_calceatum",0.656333333333333,1.89166666666667,0.0892536770143502,"Seminatural",1
"39","Lasioglossum_fulvicorne",0.3,1.26,0.0705046200417651,"Seminatural",0.9877
"40","Lasioglossum_leucozonium",0.48,2.21666666666667,-0.521776310270077,"Seminatural",1
"41","Lasioglossum_malachurum",0.424777777777778,1.43466666666667,0.174159443302799,"Seminatural",1
"42","Lasioglossum_punctatissimum",0.29775,1.5625,-0.341662309354123,"Seminatural",0.9365
"43","Lasioglossum_sexnotatum",0.817666666666667,2.56,-0.25990563046771,"Seminatural",1
"44","Lasioglossum_sexstrigatum",0.231,1.26,-0.190860144092642,"Seminatural",0.7642
"45","Lasioglossum_zonulum",0.657,2.285,-0.264973309688452,"Seminatural",0.9998
"46","Megachile_centuncularis",1.3815,3.329875,-0.229872078164104,"Seminatural",1
"47","Megachile_rotundata",1.391,3.1667,-0.128533499638932,"Seminatural",0
"48","Megachile_willughbiella",1.966,3.694,-0.0721906823285321,"Seminatural",0.9999
"49","Nomada_succincta",1.34,2.057,0.645441524477969,"Seminatural",0.0629
"50","Osmia_caerulescens",0.704421052631579,2.13989473684211,-0.0719022023481536,"Seminatural",1e-04
"51","Osmia_cornuta",1.79939325842697,3.41074157303371,-0.0107151103724384,"Seminatural",1
"52","Osmia_leaiana",1.1025,2.7655,-0.106226553940582,"Seminatural",0.0122
"53","Panurgus_banksianus",1.63,2.379,0.567866845029763,"Seminatural",0.4638
"54","Panurgus_calcaratus",0.53,1.646375,0.136631073043337,"Seminatural",0.9997
"55","Stelis_breviuscula",0.443333333333333,1.96566666666667,-0.37525419439881,"Seminatural",1
"56","Xylocopa_violacea",6.77766666666667,5.91111111111111,0.281370158761188,"Seminatural",0
"57","Andrena_angustior",0.406333333333333,1.79733333333333,-0.294045495522293,"Urban",0
"58","Andrena_barbilabris",0.983,2.28,0.142071194081394,"Urban",0.038
"59","Andrena_bicolor",0.7025,2.205,-0.130993473787811,"Urban",0.0013
"60","Andrena_carantonica",1.8105,2.775,0.383347353774812,"Urban",0
"61","Andrena_chrysosceles",0.831,1.8525,0.364559004456993,"Urban",0
"62","Andrena_cineraria",1.6334,2.724,0.315290221971901,"Urban",0
"63","Andrena_dorsata",0.7176,2.262,-0.157720599563025,"Urban",0
"64","Andrena_flavipes",1.17966666666667,2.57211111111111,0.0977512911768199,"Urban",0
"65","Andrena_fucata",0.701,2.66,-0.485911365135228,"Urban",0
"66","Andrena_fulva",1.59133333333333,2.76,0.264509013876433,"Urban",1
"67","Andrena_gravida",1.59425,2.635,0.353496942785333,"Urban",0.04
"68","Andrena_haemorrhoa",1.1656,2.436,0.18799783531792,"Urban",0
"69","Andrena_labiata",0.58,2.23333333333333,-0.346620566084276,"Urban",0.0077
"70","Andrena_nigroaenea",1.71266666666667,3.57333333333333,-0.147686571136726,"Urban",0.1601
"71","Andrena_nitida",1.9736,2.808,0.44737273506524,"Urban",0
"72","Andrena_ovatula",0.746333333333333,2.69333333333333,-0.446665736364914,"Urban",0
"73","Andrena_pilipes",1.45714285714286,2.90642857142857,0.0792027894775054,"Urban",0.2405
"74","Andrena_semilaevis",0.277,1.575,-0.428883204706523,"Urban",0
"75","Andrena_subopaca",0.343333333333333,1.84666666666667,-0.513438132746577,"Urban",0
"76","Andrena_tibialis",1.6475,3.27,-0.0196615812858776,"Urban",0.9334
"77","Andrena_wilkella",1.01025,2.286,0.164472977124401,"Urban",0
"78","Anthidium_manicatum",2.3458,3.6718,0.115770251284145,"Urban",1
"79","Anthidium_oblongatum",1.75257142857143,3.07185714285714,0.15970960329648,"Urban",0.971
"80","Anthophora_bimaculata",1.48,2.82,0.151536307782016,"Urban",0
"81","Anthophora_plumipes",3.752,3.993,0.427731980440801,"Urban",1
"82","Anthophora_quadrimaculata",2.2225,3.86,-0.0322209988638852,"Urban",0.9999
"83","Bombus_hypnorum",2.29,3.37,0.252985209656174,"Urban",1
"84","Bombus_jonellus",2.3005,4.0175,-0.0729335994142793,"Urban",0
"85","Bombus_lucorum",2.4,4.861,-0.388986443173959,"Urban",0
"86","Bombus_muscorum",2.18222222222222,3.81166666666667,-0.026814369867663,"Urban",0
"87","Bombus_pascuorum",2.40409090909091,3.69790909090909,0.126991177121428,"Urban",0
"88","Bombus_pratorum",2.02641666666667,3.58775,0.012959196258651,"Urban",0.0073
"89","Bombus_terrestris",3.05281132075472,4.22879245283019,0.113614345120543,"Urban",1
"90","Dasypoda_hirtipes",0.47,2.957,-1.08473649191564,"Urban",0
"91","Halictus_confusus",0.4184,1.7855,-0.252359556952746,"Urban",0
"92","Halictus_quadricinctus",1.55,2.895,0.148389196177248,"Urban",0
"93","Halictus_rubicundus",0.83875,2.313875,-0.0443592557462495,"Urban",0
"94","Lasioglossum_calceatum",0.656333333333333,1.89166666666667,0.0892536770143502,"Urban",0
"95","Lasioglossum_fulvicorne",0.3,1.26,0.0705046200417651,"Urban",0
"96","Lasioglossum_leucozonium",0.48,2.21666666666667,-0.521776310270077,"Urban",0
"97","Lasioglossum_malachurum",0.424777777777778,1.43466666666667,0.174159443302799,"Urban",0
"98","Lasioglossum_punctatissimum",0.29775,1.5625,-0.341662309354123,"Urban",0
"99","Lasioglossum_sexnotatum",0.817666666666667,2.56,-0.25990563046771,"Urban",0.1299
"100","Lasioglossum_sexstrigatum",0.231,1.26,-0.190860144092642,"Urban",0.8902
"101","Lasioglossum_zonulum",0.657,2.285,-0.264973309688452,"Urban",0
"102","Megachile_centuncularis",1.3815,3.329875,-0.229872078164104,"Urban",0.9229
"103","Megachile_rotundata",1.391,3.1667,-0.128533499638932,"Urban",0.9998
"104","Megachile_willughbiella",1.966,3.694,-0.0721906823285321,"Urban",0.2611
"105","Nomada_succincta",1.34,2.057,0.645441524477969,"Urban",0.0336
"106","Osmia_caerulescens",0.704421052631579,2.13989473684211,-0.0719022023481536,"Urban",1
"107","Osmia_cornuta",1.79939325842697,3.41074157303371,-0.0107151103724384,"Urban",1
"108","Osmia_leaiana",1.1025,2.7655,-0.106226553940582,"Urban",1
"109","Panurgus_banksianus",1.63,2.379,0.567866845029763,"Urban",0.0122
"110","Panurgus_calcaratus",0.53,1.646375,0.136631073043337,"Urban",0
"111","Stelis_breviuscula",0.443333333333333,1.96566666666667,-0.37525419439881,"Urban",0.5544
"112","Xylocopa_violacea",6.77766666666667,5.91111111111111,0.281370158761188,"Urban",1
"113","Andrena_angustior",0.406333333333333,1.79733333333333,-0.294045495522293,"Agricultural",0
"114","Andrena_barbilabris",0.983,2.28,0.142071194081394,"Agricultural",0
"115","Andrena_bicolor",0.7025,2.205,-0.130993473787811,"Agricultural",0
"116","Andrena_carantonica",1.8105,2.775,0.383347353774812,"Agricultural",0
"117","Andrena_chrysosceles",0.831,1.8525,0.364559004456993,"Agricultural",0
"118","Andrena_cineraria",1.6334,2.724,0.315290221971901,"Agricultural",0
"119","Andrena_dorsata",0.7176,2.262,-0.157720599563025,"Agricultural",0
"120","Andrena_flavipes",1.17966666666667,2.57211111111111,0.0977512911768199,"Agricultural",0
"121","Andrena_fucata",0.701,2.66,-0.485911365135228,"Agricultural",1e-04
"122","Andrena_fulva",1.59133333333333,2.76,0.264509013876433,"Agricultural",0
"123","Andrena_gravida",1.59425,2.635,0.353496942785333,"Agricultural",0
"124","Andrena_haemorrhoa",1.1656,2.436,0.18799783531792,"Agricultural",0
"125","Andrena_labiata",0.58,2.23333333333333,-0.346620566084276,"Agricultural",0
"126","Andrena_nigroaenea",1.71266666666667,3.57333333333333,-0.147686571136726,"Agricultural",0
"127","Andrena_nitida",1.9736,2.808,0.44737273506524,"Agricultural",0
"128","Andrena_ovatula",0.746333333333333,2.69333333333333,-0.446665736364914,"Agricultural",0
"129","Andrena_pilipes",1.45714285714286,2.90642857142857,0.0792027894775054,"Agricultural",0
"130","Andrena_semilaevis",0.277,1.575,-0.428883204706523,"Agricultural",0.1245
"131","Andrena_subopaca",0.343333333333333,1.84666666666667,-0.513438132746577,"Agricultural",0
"132","Andrena_tibialis",1.6475,3.27,-0.0196615812858776,"Agricultural",0
"133","Andrena_wilkella",1.01025,2.286,0.164472977124401,"Agricultural",0
"134","Anthidium_manicatum",2.3458,3.6718,0.115770251284145,"Agricultural",0
"135","Anthidium_oblongatum",1.75257142857143,3.07185714285714,0.15970960329648,"Agricultural",0
"136","Anthophora_bimaculata",1.48,2.82,0.151536307782016,"Agricultural",0
"137","Anthophora_plumipes",3.752,3.993,0.427731980440801,"Agricultural",0
"138","Anthophora_quadrimaculata",2.2225,3.86,-0.0322209988638852,"Agricultural",0
"139","Bombus_hypnorum",2.29,3.37,0.252985209656174,"Agricultural",0
"140","Bombus_jonellus",2.3005,4.0175,-0.0729335994142793,"Agricultural",0
"141","Bombus_lucorum",2.4,4.861,-0.388986443173959,"Agricultural",0
"142","Bombus_muscorum",2.18222222222222,3.81166666666667,-0.026814369867663,"Agricultural",0.9921
"143","Bombus_pascuorum",2.40409090909091,3.69790909090909,0.126991177121428,"Agricultural",0
"144","Bombus_pratorum",2.02641666666667,3.58775,0.012959196258651,"Agricultural",0
"145","Bombus_terrestris",3.05281132075472,4.22879245283019,0.113614345120543,"Agricultural",0
"146","Dasypoda_hirtipes",0.47,2.957,-1.08473649191564,"Agricultural",0
"147","Halictus_confusus",0.4184,1.7855,-0.252359556952746,"Agricultural",0.0083
"148","Halictus_quadricinctus",1.55,2.895,0.148389196177248,"Agricultural",0.0126
"149","Halictus_rubicundus",0.83875,2.313875,-0.0443592557462495,"Agricultural",0
"150","Lasioglossum_calceatum",0.656333333333333,1.89166666666667,0.0892536770143502,"Agricultural",0
"151","Lasioglossum_fulvicorne",0.3,1.26,0.0705046200417651,"Agricultural",0
"152","Lasioglossum_leucozonium",0.48,2.21666666666667,-0.521776310270077,"Agricultural",0
"153","Lasioglossum_malachurum",0.424777777777778,1.43466666666667,0.174159443302799,"Agricultural",0
"154","Lasioglossum_punctatissimum",0.29775,1.5625,-0.341662309354123,"Agricultural",0
"155","Lasioglossum_sexnotatum",0.817666666666667,2.56,-0.25990563046771,"Agricultural",0
"156","Lasioglossum_sexstrigatum",0.231,1.26,-0.190860144092642,"Agricultural",0
"157","Lasioglossum_zonulum",0.657,2.285,-0.264973309688452,"Agricultural",0
"158","Megachile_centuncularis",1.3815,3.329875,-0.229872078164104,"Agricultural",0
"159","Megachile_rotundata",1.391,3.1667,-0.128533499638932,"Agricultural",0.0107
"160","Megachile_willughbiella",1.966,3.694,-0.0721906823285321,"Agricultural",0
"161","Nomada_succincta",1.34,2.057,0.645441524477969,"Agricultural",0
"162","Osmia_caerulescens",0.704421052631579,2.13989473684211,-0.0719022023481536,"Agricultural",0
"163","Osmia_cornuta",1.79939325842697,3.41074157303371,-0.0107151103724384,"Agricultural",0
"164","Osmia_leaiana",1.1025,2.7655,-0.106226553940582,"Agricultural",0
"165","Panurgus_banksianus",1.63,2.379,0.567866845029763,"Agricultural",0
"166","Panurgus_calcaratus",0.53,1.646375,0.136631073043337,"Agricultural",0
"167","Stelis_breviuscula",0.443333333333333,1.96566666666667,-0.37525419439881,"Agricultural",0
"168","Xylocopa_violacea",6.77766666666667,5.91111111111111,0.281370158761188,"Agricultural",0
"169","Andrena_angustior",0.406333333333333,1.79733333333333,-0.294045495522293,"Natural",0.0992
"170","Andrena_barbilabris",0.983,2.28,0.142071194081394,"Natural",0
"171","Andrena_bicolor",0.7025,2.205,-0.130993473787811,"Natural",0
"172","Andrena_carantonica",1.8105,2.775,0.383347353774812,"Natural",0
