"","Species","Brain.weight","IT","residuals","Habitat","Preference"
"1","Agapostemon_sericeus",0.8495,2.25425,0.0174690305643134,"Agricultural",0.9848
"2","Agapostemon_virescens",1.281,1.7145,0.942904127578453,"Agricultural",1
"3","Andrena_carlini",1.558,3.10233333333333,0.0234637091740494,"Agricultural",0.9998
"4","Andrena_crataegi",0.798333333333333,1.9685,0.210241463618517,"Agricultural",0.9999
"5","Andrena_dunningi",1.2845,2.555875,0.194796987076897,"Agricultural",0.2242
"6","Andrena_hirticincta",1.168,2.667,0.0196867104499441,"Agricultural",0.9371
"7","Andrena_milwaukeensis",1.0025,2.286,0.156772032346542,"Agricultural",0.0177
"8","Andrena_miserabilis",0.4545,2.055,-0.433956168411443,"Agricultural",0.5401
"9","Andrena_nasonii",0.3305,1.27,0.152463064732593,"Agricultural",0.9997
"10","Andrena_nubecula",0.4155,1.3335,0.289588808150405,"Agricultural",0.0029
"11","Andrena_pruni",0.6605,1.762125,0.22898100579616,"Agricultural",2e-04
"12","Andrena_rugosa",0.515333333333333,1.54516666666667,0.227875078616756,"Agricultural",0.8146
"13","Andrena_vicina",1.56025,2.82575,0.200509822978708,"Agricultural",1
"14","Andrena_wilkella",1.01025,2.286,0.164472977124401,"Agricultural",1
"15","Anthidium_manicatum",2.3458,3.6718,0.115770251284145,"Agricultural",0
"16","Anthidium_oblongatum",1.75257142857143,3.07185714285714,0.15970960329648,"Agricultural",0.7156
"17","Augochlora_pura",0.586,1.9381,-0.0696972949217295,"Agricultural",1
"18","Augochlorella_aurata",0.35225,1.444625,-0.026073472214891,"Agricultural",1
"19","Augochloropsis_metallica",0.701,1.9685,0.080223129476201,"Agricultural",1
"20","Bombus_griseocollis",3.053,4.29683333333333,0.0836598128458149,"Agricultural",0.0014
"21","Bombus_impatiens",2.59366666666667,4.14205555555556,-0.0104038040406887,"Agricultural",0
"22","Bombus_ternarius",1.987,3.1115,0.261138463509543,"Agricultural",1
"23","Bombus_vagans",1.179,2.794,-0.0584207353429976,"Agricultural",1
"24","Calliopsis_andreniformis",0.365,1.524,-0.0911030789744605,"Agricultural",0.9983
"25","Ceratina_calcarata",0.332,1.70616666666667,-0.398194712563026,"Agricultural",1
"26","Ceratina_strenua",0.153,0.889,0.0530238095245676,"Agricultural",0.9999
"27","Colletes_thoracicus",1.52133333333333,3.28083333333333,-0.105553144039858,"Agricultural",0.0088
"28","Halictus_confusus",0.4184,1.7855,-0.252359556952746,"Agricultural",1
"29","Halictus_ligatus",0.689,2.49885714285714,-0.38566018050853,"Agricultural",0.8969
"30","Halictus_rubicundus",0.83875,2.313875,-0.0443592557462495,"Agricultural",0.9992
"31","Hylaeus_mesillae",0.34,1.76,-0.432801372462269,"Agricultural",1
"32","Hylaeus_modestus",0.31,2.08,-0.839320952911581,"Agricultural",0.021
"33","Lasioglossum_coriaceum",0.742,1.905,0.198725954331003,"Agricultural",0.9997
"34","Lasioglossum_leucozonium",0.48,2.21666666666667,-0.521776310270077,"Agricultural",0.9928
"35","Megachile_campanulae",0.822,2.286,-0.0417397317780023,"Agricultural",0.9801
"36","Megachile_mendica",1.803,2.8575,0.324104240089709,"Agricultural",1
"37","Megachile_pugnata",3,6.43,-0.691877599285036,"Agricultural",0.7216
"38","Megachile_rotundata",1.391,3.1667,-0.128533499638932,"Agricultural",0.8679
"39","Megachile_sculpturalis",3.854,4.7625,0.123153057065378,"Agricultural",0
"40","Nomada_cressonii",1.76,3.34,0.00656257079853171,"Agricultural",0.5794
"41","Nomada_luteoloides",1.7,3.53,-0.132165880072828,"Agricultural",0
"42","Osmia_atriventris",0.447,2.032,-0.429429790459283,"Agricultural",0.0282
"43","Osmia_bucephala",1.421,3.048,-0.0353519512529819,"Agricultural",0.5016
"44","Osmia_cornifrons",0.877,2.746375,-0.322005225808179,"Agricultural",0
"45","Osmia_lignaria",1.1735,3.46075,-0.465545783902124,"Agricultural",0.0463
"46","Osmia_pumila",0.604,1.80975,0.0894082728542806,"Agricultural",0.679
"47","Ptilothrix_bombiformis",2.129,3.3655,0.182598517858549,"Agricultural",1
"48","Xylocopa_virginica",5.3,7.84857142857143,-0.497675151353017,"Agricultural",0
"49","Agapostemon_sericeus",0.8495,2.25425,0.0174690305643134,"Natural",1
"50","Agapostemon_virescens",1.281,1.7145,0.942904127578453,"Natural",1
"51","Andrena_carlini",1.558,3.10233333333333,0.0234637091740494,"Natural",1
"52","Andrena_crataegi",0.798333333333333,1.9685,0.210241463618517,"Natural",0.9997
"53","Andrena_dunningi",1.2845,2.555875,0.194796987076897,"Natural",0.9997
"54","Andrena_hirticincta",1.168,2.667,0.0196867104499441,"Natural",1
"55","Andrena_milwaukeensis",1.0025,2.286,0.156772032346542,"Natural",1
"56","Andrena_miserabilis",0.4545,2.055,-0.433956168411443,"Natural",1
"57","Andrena_nasonii",0.3305,1.27,0.152463064732593,"Natural",1
"58","Andrena_nubecula",0.4155,1.3335,0.289588808150405,"Natural",1
"59","Andrena_pruni",0.6605,1.762125,0.22898100579616,"Natural",1
"60","Andrena_rugosa",0.515333333333333,1.54516666666667,0.227875078616756,"Natural",1
"61","Andrena_vicina",1.56025,2.82575,0.200509822978708,"Natural",1
"62","Andrena_wilkella",1.01025,2.286,0.164472977124401,"Natural",1
"63","Anthidium_manicatum",2.3458,3.6718,0.115770251284145,"Natural",0.2166
"64","Anthidium_oblongatum",1.75257142857143,3.07185714285714,0.15970960329648,"Natural",0.2223
"65","Augochlora_pura",0.586,1.9381,-0.0696972949217295,"Natural",1
"66","Augochlorella_aurata",0.35225,1.444625,-0.026073472214891,"Natural",1
"67","Augochloropsis_metallica",0.701,1.9685,0.080223129476201,"Natural",1
"68","Bombus_griseocollis",3.053,4.29683333333333,0.0836598128458149,"Natural",1
"69","Bombus_impatiens",2.59366666666667,4.14205555555556,-0.0104038040406887,"Natural",1
"70","Bombus_ternarius",1.987,3.1115,0.261138463509543,"Natural",1
"71","Bombus_vagans",1.179,2.794,-0.0584207353429976,"Natural",1
"72","Calliopsis_andreniformis",0.365,1.524,-0.0911030789744605,"Natural",1
"73","Ceratina_calcarata",0.332,1.70616666666667,-0.398194712563026,"Natural",1
"74","Ceratina_strenua",0.153,0.889,0.0530238095245676,"Natural",1
"75","Colletes_thoracicus",1.52133333333333,3.28083333333333,-0.105553144039858,"Natural",1
"76","Halictus_confusus",0.4184,1.7855,-0.252359556952746,"Natural",1
"77","Halictus_ligatus",0.689,2.49885714285714,-0.38566018050853,"Natural",1
"78","Halictus_rubicundus",0.83875,2.313875,-0.0443592557462495,"Natural",1
"79","Hylaeus_mesillae",0.34,1.76,-0.432801372462269,"Natural",0.9983
"80","Hylaeus_modestus",0.31,2.08,-0.839320952911581,"Natural",1
"81","Lasioglossum_coriaceum",0.742,1.905,0.198725954331003,"Natural",1
"82","Lasioglossum_leucozonium",0.48,2.21666666666667,-0.521776310270077,"Natural",1
"83","Megachile_campanulae",0.822,2.286,-0.0417397317780023,"Natural",1
"84","Megachile_mendica",1.803,2.8575,0.324104240089709,"Natural",1
"85","Megachile_pugnata",3,6.43,-0.691877599285036,"Natural",0.5339
"86","Megachile_rotundata",1.391,3.1667,-0.128533499638932,"Natural",0.1223
"87","Megachile_sculpturalis",3.854,4.7625,0.123153057065378,"Natural",1
"88","Nomada_cressonii",1.76,3.34,0.00656257079853171,"Natural",1
"89","Nomada_luteoloides",1.7,3.53,-0.132165880072828,"Natural",1
"90","Osmia_atriventris",0.447,2.032,-0.429429790459283,"Natural",1
"91","Osmia_bucephala",1.421,3.048,-0.0353519512529819,"Natural",1
"92","Osmia_cornifrons",0.877,2.746375,-0.322005225808179,"Natural",1
"93","Osmia_lignaria",1.1735,3.46075,-0.465545783902124,"Natural",1
"94","Osmia_pumila",0.604,1.80975,0.0894082728542806,"Natural",1
"95","Ptilothrix_bombiformis",2.129,3.3655,0.182598517858549,"Natural",1
"96","Xylocopa_virginica",5.3,7.84857142857143,-0.497675151353017,"Natural",1
"97","Agapostemon_sericeus",0.8495,2.25425,0.0174690305643134,"Urban",0.9991
"98","Agapostemon_virescens",1.281,1.7145,0.942904127578453,"Urban",1
"99","Andrena_carlini",1.558,3.10233333333333,0.0234637091740494,"Urban",0
"100","Andrena_crataegi",0.798333333333333,1.9685,0.210241463618517,"Urban",0.404
"101","Andrena_dunningi",1.2845,2.555875,0.194796987076897,"Urban",0.9175
"102","Andrena_hirticincta",1.168,2.667,0.0196867104499441,"Urban",1
"103","Andrena_milwaukeensis",1.0025,2.286,0.156772032346542,"Urban",0.9105
"104","Andrena_miserabilis",0.4545,2.055,-0.433956168411443,"Urban",0.1459
"105","Andrena_nasonii",0.3305,1.27,0.152463064732593,"Urban",0
"106","Andrena_nubecula",0.4155,1.3335,0.289588808150405,"Urban",0.1449
"107","Andrena_pruni",0.6605,1.762125,0.22898100579616,"Urban",0
"108","Andrena_rugosa",0.515333333333333,1.54516666666667,0.227875078616756,"Urban",2e-04
"109","Andrena_vicina",1.56025,2.82575,0.200509822978708,"Urban",0.0073
"110","Andrena_wilkella",1.01025,2.286,0.164472977124401,"Urban",0.0213
"111","Anthidium_manicatum",2.3458,3.6718,0.115770251284145,"Urban",1
"112","Anthidium_oblongatum",1.75257142857143,3.07185714285714,0.15970960329648,"Urban",1
"113","Augochlora_pura",0.586,1.9381,-0.0696972949217295,"Urban",1e-04
"114","Augochlorella_aurata",0.35225,1.444625,-0.026073472214891,"Urban",0
"115","Augochloropsis_metallica",0.701,1.9685,0.080223129476201,"Urban",0
"116","Bombus_griseocollis",3.053,4.29683333333333,0.0836598128458149,"Urban",1
"117","Bombus_impatiens",2.59366666666667,4.14205555555556,-0.0104038040406887,"Urban",1
"118","Bombus_ternarius",1.987,3.1115,0.261138463509543,"Urban",0
"119","Bombus_vagans",1.179,2.794,-0.0584207353429976,"Urban",0.0654
"120","Calliopsis_andreniformis",0.365,1.524,-0.0911030789744605,"Urban",0
"121","Ceratina_calcarata",0.332,1.70616666666667,-0.398194712563026,"Urban",0
"122","Ceratina_strenua",0.153,0.889,0.0530238095245676,"Urban",0
"123","Colletes_thoracicus",1.52133333333333,3.28083333333333,-0.105553144039858,"Urban",0.909
"124","Halictus_confusus",0.4184,1.7855,-0.252359556952746,"Urban",0
"125","Halictus_ligatus",0.689,2.49885714285714,-0.38566018050853,"Urban",1
"126","Halictus_rubicundus",0.83875,2.313875,-0.0443592557462495,"Urban",0.9518
"127","Hylaeus_mesillae",0.34,1.76,-0.432801372462269,"Urban",0.0228
"128","Hylaeus_modestus",0.31,2.08,-0.839320952911581,"Urban",0.9999
"129","Lasioglossum_coriaceum",0.742,1.905,0.198725954331003,"Urban",0
"130","Lasioglossum_leucozonium",0.48,2.21666666666667,-0.521776310270077,"Urban",0.031
"131","Megachile_campanulae",0.822,2.286,-0.0417397317780023,"Urban",0.9423
"132","Megachile_mendica",1.803,2.8575,0.324104240089709,"Urban",2e-04
"133","Megachile_pugnata",3,6.43,-0.691877599285036,"Urban",0.8625
"134","Megachile_rotundata",1.391,3.1667,-0.128533499638932,"Urban",1
"135","Megachile_sculpturalis",3.854,4.7625,0.123153057065378,"Urban",1
"136","Nomada_cressonii",1.76,3.34,0.00656257079853171,"Urban",0
