"","long","lat","group","order","region","subregion"
"1",-73.4990234375,42.049373626709,6,1264,"connecticut",NA
"2",-73.040657043457,42.043643951416,6,1265,"connecticut",NA
"3",-73.0120086669922,42.043643951416,6,1266,"connecticut",NA
"4",-72.8172073364258,42.0379104614258,6,1267,"connecticut",NA
"5",-72.8172073364258,42.0092658996582,6,1268,"connecticut",NA
"6",-72.7599105834961,42.0035362243652,6,1269,"connecticut",NA
"7",-72.7484512329102,42.0379104614258,6,1270,"connecticut",NA
"8",-72.5536422729492,42.0321846008301,6,1271,"connecticut",NA
"9",-72.502082824707,42.0379104614258,6,1272,"connecticut",NA
"10",-72.1296615600586,42.0379104614258,6,1273,"connecticut",NA
"11",-72.1010055541992,42.0321846008301,6,1274,"connecticut",NA
"12",-71.8030776977539,42.0379104614258,6,1275,"connecticut",NA
"13",-71.7858810424805,42.0092658996582,6,1276,"connecticut",NA
"14",-71.7801513671875,41.722785949707,6,1277,"connecticut",NA
"15",-71.7801513671875,41.6425743103027,6,1278,"connecticut",NA
"16",-71.7801513671875,41.602466583252,6,1279,"connecticut",NA
"17",-71.7801513671875,41.4592247009277,6,1280,"connecticut",NA
"18",-71.7858810424805,41.4305801391602,6,1281,"connecticut",NA
"19",-71.8087997436523,41.4305801391602,6,1282,"connecticut",NA
"20",-71.8374481201172,41.419116973877,6,1283,"connecticut",NA
"21",-71.8431777954102,41.401927947998,6,1284,"connecticut",NA
"22",-71.8489074707031,41.3904724121094,6,1285,"connecticut",NA
"23",-71.8431777954102,41.3446350097656,6,1286,"connecticut",NA
"24",-71.9806900024414,41.3331756591797,6,1287,"connecticut",NA
"25",-72.0036087036133,41.3159866333008,6,1288,"connecticut",NA
"26",-72.049446105957,41.3102569580078,6,1289,"connecticut",NA
"27",-72.0838241577148,41.3159866333008,6,1290,"connecticut",NA
"28",-72.1067352294922,41.3159866333008,6,1291,"connecticut",NA
"29",-72.1239318847656,41.3045272827148,6,1292,"connecticut",NA
"30",-72.146842956543,41.3045272827148,6,1293,"connecticut",NA
"31",-72.1697692871094,41.3159866333008,6,1294,"connecticut",NA
"32",-72.1984100341797,41.3159866333008,6,1295,"connecticut",NA
"33",-72.2098770141602,41.2987976074219,6,1296,"connecticut",NA
"34",-72.2385177612305,41.2987976074219,6,1297,"connecticut",NA
"35",-72.2786254882812,41.281608581543,6,1298,"connecticut",NA
"36",-72.3015441894531,41.27587890625,6,1299,"connecticut",NA
"37",-72.324462890625,41.281608581543,6,1300,"connecticut",NA
"38",-72.3588409423828,41.3274459838867,6,1301,"connecticut",NA
"39",-72.3817520141602,41.3102569580078,6,1302,"connecticut",NA
"40",-72.3817520141602,41.2987976074219,6,1303,"connecticut",NA
"41",-72.3760299682617,41.281608581543,6,1304,"connecticut",NA
"42",-72.3874816894531,41.270149230957,6,1305,"connecticut",NA
"43",-72.4046783447266,41.2586898803711,6,1306,"connecticut",NA
"44",-72.4505157470703,41.27587890625,6,1307,"connecticut",NA
"45",-72.4791564941406,41.270149230957,6,1308,"connecticut",NA
"46",-72.5307312011719,41.2586898803711,6,1309,"connecticut",NA
"47",-72.5822982788086,41.2586898803711,6,1310,"connecticut",NA
"48",-72.6281356811523,41.270149230957,6,1311,"connecticut",NA
"49",-72.6510467529297,41.270149230957,6,1312,"connecticut",NA
"50",-72.6796951293945,41.270149230957,6,1313,"connecticut",NA
"51",-72.7026138305664,41.2586898803711,6,1314,"connecticut",NA
"52",-72.7312622070312,41.2586898803711,6,1315,"connecticut",NA
"53",-72.782829284668,41.2586898803711,6,1316,"connecticut",NA
"54",-72.8229370117188,41.2586898803711,6,1317,"connecticut",NA
"55",-72.8687744140625,41.2529640197754,6,1318,"connecticut",NA
"56",-72.8974227905273,41.2472305297852,6,1319,"connecticut",NA
"57",-72.9146118164062,41.2987976074219,6,1320,"connecticut",NA
"58",-72.9489898681641,41.2987976074219,6,1321,"connecticut",NA
"59",-72.9719009399414,41.2586898803711,6,1322,"connecticut",NA
"60",-72.9890975952148,41.2300453186035,6,1323,"connecticut",NA
"61",-73.0234680175781,41.2013931274414,6,1324,"connecticut",NA
"62",-73.0693054199219,41.1956634521484,6,1325,"connecticut",NA
"63",-73.0979537963867,41.1842079162598,6,1326,"connecticut",NA
"64",-73.1094131469727,41.1727447509766,6,1327,"connecticut",NA
"65",-73.1151428222656,41.1555557250977,6,1328,"connecticut",NA
"66",-73.1266021728516,41.144100189209,6,1329,"connecticut",NA
"67",-73.1495208740234,41.144100189209,6,1330,"connecticut",NA
"68",-73.1838989257812,41.1612892150879,6,1331,"connecticut",NA
"69",-73.2125473022461,41.1612892150879,6,1332,"connecticut",NA
"70",-73.2411956787109,41.144100189209,6,1333,"connecticut",NA
"71",-73.2641143798828,41.1211814880371,6,1334,"connecticut",NA
"72",-73.2813034057617,41.1154518127441,6,1335,"connecticut",NA
"73",-73.3615188598633,41.1211814880371,6,1336,"connecticut",NA
"74",-73.3901672363281,41.1211814880371,6,1337,"connecticut",NA
"75",-73.4016265869141,41.1154518127441,6,1338,"connecticut",NA
"76",-73.4245376586914,41.0868034362793,6,1339,"connecticut",NA
"77",-73.4474639892578,41.0696144104004,6,1340,"connecticut",NA
"78",-73.4818420410156,41.0466995239258,6,1341,"connecticut",NA
"79",-73.5104827880859,41.0466995239258,6,1342,"connecticut",NA
"80",-73.5162124633789,41.0295066833496,6,1343,"connecticut",NA
"81",-73.5620498657227,41.0180473327637,6,1344,"connecticut",NA
"82",-73.6308059692383,41.0123176574707,6,1345,"connecticut",NA
"83",-73.6709136962891,41.0237808227539,6,1346,"connecticut",NA
"84",-73.7224807739258,41.1097183227539,6,1347,"connecticut",NA
"85",-73.5391311645508,41.1956634521484,6,1348,"connecticut",NA
"86",-73.4990234375,41.2185821533203,6,1349,"connecticut",NA
"87",-73.5620498657227,41.3045272827148,6,1350,"connecticut",NA
"88",-73.5563201904297,41.3675537109375,6,1351,"connecticut",NA
"89",-73.5448608398438,41.5337104797363,6,1352,"connecticut",NA
"90",-73.5334091186523,41.6769485473633,6,1353,"connecticut",NA
"91",-73.4990234375,42.049373626709,6,1354,"connecticut",NA
"92",-75.8023147583008,39.7288932800293,7,1356,"delaware",NA
"93",-75.76220703125,39.7288932800293,7,1357,"delaware",NA
"94",-75.7450256347656,39.7575416564941,7,1358,"delaware",NA
"95",-75.7335586547852,39.780460357666,7,1359,"delaware",NA
"96",-75.7049179077148,39.7976493835449,7,1360,"delaware",NA
"97",-75.6819915771484,39.8148345947266,7,1361,"delaware",NA
"98",-75.6418838500977,39.8320274353027,7,1362,"delaware",NA
"99",-75.6189727783203,39.8377532958984,7,1363,"delaware",NA
"100",-75.5616760253906,39.8434867858887,7,1364,"delaware",NA
"101",-75.5272979736328,39.8492164611816,7,1365,"delaware",NA
"102",-75.4757308959961,39.8377532958984,7,1366,"delaware",NA
"103",-75.4413528442383,39.8262977600098,7,1367,"delaware",NA
"104",-75.4127044677734,39.8033790588379,7,1368,"delaware",NA
"105",-75.4241638183594,39.8091087341309,7,1369,"delaware",NA
"106",-75.4413528442383,39.786190032959,7,1370,"delaware",NA
"107",-75.5272979736328,39.6773262023926,7,1371,"delaware",NA
"108",-75.5215682983398,39.6773262023926,7,1372,"delaware",NA
"109",-75.5559387207031,39.6715965270996,7,1373,"delaware",NA
"110",-75.5788650512695,39.6544075012207,7,1374,"delaware",NA
"111",-75.5903244018555,39.6372184753418,7,1375,"delaware",NA
"112",-75.5960464477539,39.6028442382812,7,1376,"delaware",NA
"113",-75.5903244018555,39.5741958618164,7,1377,"delaware",NA
"114",-75.5845947265625,39.5512771606445,7,1378,"delaware",NA
"115",-75.5788650512695,39.5283584594727,7,1379,"delaware",NA
"116",-75.5845947265625,39.5168991088867,7,1380,"delaware",NA
"117",-75.5903244018555,39.4825248718262,7,1381,"delaware",NA
"118",-75.5903244018555,39.4596061706543,7,1382,"delaware",NA
"119",-75.5845947265625,39.4366874694824,7,1383,"delaware",NA
"120",-75.5559387207031,39.4137687683105,7,1384,"delaware",NA
"121",-75.5387573242188,39.3851165771484,7,1385,"delaware",NA
"122",-75.5215682983398,39.3679313659668,7,1386,"delaware",NA
"123",-75.492919921875,39.3450126647949,7,1387,"delaware",NA
"124",-75.4585418701172,39.322093963623,7,1388,"delaware",NA
"125",-75.4356231689453,39.2934455871582,7,1389,"delaware",NA
"126",-75.4184341430664,39.2647972106934,7,1390,"delaware",NA
"127",-75.4012451171875,39.2304191589355,7,1391,"delaware",NA
"128",-75.3955154418945,39.1960411071777,7,1392,"delaware",NA
"129",-75.3955154418945,39.155933380127,7,1393,"delaware",NA
"130",-75.4012451171875,39.1043701171875,7,1394,"delaware",NA
"131",-75.3955154418945,39.0642623901367,7,1395,"delaware",NA
"132",-75.3668670654297,39.0413436889648,7,1396,"delaware",NA
"133",-75.3324890136719,39.0012359619141,7,1397,"delaware",NA
"134",-75.3210296630859,38.9725875854492,7,1398,"delaware",NA
"135",-75.315299987793,38.9439430236816,7,1399,"delaware",NA
"136",-75.315299987793,38.9095611572266,7,1400,"delaware",NA
"137",-75.2981185913086,38.8923759460449,7,1401,"delaware",NA
"138",-75.2866516113281,38.880916595459,7,1402,"delaware",NA
"139",-75.2408142089844,38.8522682189941,7,1403,"delaware",NA
"140",-75.2064437866211,38.8178901672363,7,1404,"delaware",NA
"141",-75.1835174560547,38.7949714660645,7,1405,"delaware",NA
"142",-75.1548767089844,38.7892417907715,7,1406,"delaware",NA
"143",-75.1319580078125,38.7777824401855,7,1407,"delaware",NA
"144",-75.0918502807617,38.7777824401855,7,1408,"delaware",NA
"145",-75.0803909301758,38.7663230895996,7,1409,"delaware",NA
"146",-75.0632019042969,38.686107635498,7,1410,"delaware",NA
"147",-75.0574645996094,38.6574630737305,7,1411,"delaware",NA
"148",-75.0517425537109,38.6460037231445,7,1412,"delaware",NA
"149",-75.0632019042969,38.6402702331543,7,1413,"delaware",NA
"150",-75.0861206054688,38.6402702331543,7,1414,"delaware",NA
"151",-75.0918502807617,38.6689224243164,7,1415,"delaware",NA
"152",-75.1147689819336,38.686107635498,7,1416,"delaware",NA
"153",-75.1262283325195,38.6918411254883,7,1417,"delaware",NA
"154",-75.1319580078125,38.6746520996094,7,1418,"delaware",NA
"155",-75.1319580078125,38.6631889343262,7,1419,"delaware",NA
"156",-75.1606063842773,38.6574630737305,7,1420,"delaware",NA
"157",-75.1319580078125,38.6402702331543,7,1421,"delaware",NA
"158",-75.1204986572266,38.6288146972656,7,1422,"delaware",NA
"159",-75.1262283325195,38.6116256713867,7,1423,"delaware",NA
"160",-75.1319580078125,38.6001663208008,7,1424,"delaware",NA
"161",-75.1548767089844,38.5944366455078,7,1425,"delaware",NA
"162",-75.1892471313477,38.6001663208008,7,1426,"delaware",NA
"163",-75.2236251831055,38.6001663208008,7,1427,"delaware",NA
"164",-75.217903137207,38.5715179443359,7,1428,"delaware",NA
"165",-75.2121734619141,38.565788269043,7,1429,"delaware",NA
"166",-75.1892471313477,38.56005859375,7,1430,"delaware",NA
"167",-75.1663360595703,38.565788269043,7,1431,"delaware",NA
"168",-75.1434097290039,38.5772514343262,7,1432,"delaware",NA
"169",-75.1319580078125,38.5715179443359,7,1433,"delaware",NA
"170",-75.1147689819336,38.565788269043,7,1434,"delaware",NA
"171",-75.1033020019531,38.56005859375,7,1435,"delaware",NA
"172",-75.0918502807617,38.565788269043,7,1436,"delaware",NA
"173",-75.0689315795898,38.565788269043,7,1437,"delaware",NA
"174",-75.0517425537109,38.5084953308105,7,1438,"delaware",NA
"175",-75.0574645996094,38.4569244384766,7,1439,"delaware",NA
"176",-75.3496780395508,38.4569244384766,7,1440,"delaware",NA
"177",-75.6934509277344,38.4626579284668,7,1441,"delaware",NA
"178",-75.7049179077148,38.56005859375,7,1442,"delaware",NA
"179",-75.7220993041992,38.6517333984375,7,1443,"delaware",NA
"180",-75.7335586547852,38.8293495178223,7,1444,"delaware",NA
"181",-75.756477355957,39.1330184936523,7,1445,"delaware",NA
"182",-75.767936706543,39.2361526489258,7,1446,"delaware",NA
"183",-75.7736663818359,39.2934455871582,7,1447,"delaware",NA
"184",-75.7793960571289,39.3679313659668,7,1448,"delaware",NA
"185",-75.8023147583008,39.7288932800293,7,1449,"delaware",NA
"186",-77.7159957885742,39.327823638916,19,5359,"maryland",NA
"187",-77.756103515625,39.3564720153809,19,5360,"maryland",NA
"188",-77.750373840332,39.3908500671387,19,5361,"maryland",NA
"189",-77.750373840332,39.4023056030273,19,5362,"maryland",NA
"190",-77.761833190918,39.4137687683105,19,5363,"maryland",NA
"191",-77.7847518920898,39.4252243041992,19,5364,"maryland",NA
"192",-77.7904815673828,39.4424133300781,19,5365,"maryland",NA
"193",-77.7847518920898,39.471061706543,19,5366,"maryland",NA
"194",-77.7732849121094,39.4825248718262,19,5367,"maryland",NA
"195",-77.7790145874023,39.4997100830078,19,5368,"maryland",NA
"196",-77.7904815673828,39.4997100830078,19,5369,"maryland",NA
"197",-77.8191223144531,39.4997100830078,19,5370,"maryland",NA
"198",-77.8363189697266,39.5054397583008,19,5371,"maryland",NA
"199",-77.8535079956055,39.5226287841797,19,5372,"maryland",NA
"200",-77.8649597167969,39.5455436706543,19,5373,"maryland",NA
"201",-77.8592300415039,39.5512771606445,19,5374,"maryland",NA
"202",-77.8363189697266,39.5741958618164,19,5375,"maryland",NA
"203",-77.8305892944336,39.5856552124023,19,5376,"maryland",NA
"204",-77.8535079956055,39.608570098877,19,5377,"maryland",NA
"205",-77.8706893920898,39.6142997741699,19,5378,"maryland",NA
"206",-77.8936157226562,39.6142997741699,19,5379,"maryland",NA
"207",-77.9050674438477,39.5971145629883,19,5380,"maryland",NA
"208",-77.9279937744141,39.5971145629883,19,5381,"maryland",NA
"209",-77.9509048461914,39.6028442382812,19,5382,"maryland",NA
"210",-78.0082015991211,39.6028442382812,19,5383,"maryland",NA
"211",-78.0425796508789,39.6200332641602,19,5384,"maryland",NA
"212",-78.1113357543945,39.6658706665039,19,5385,"maryland",NA
"213",-78.1342544555664,39.6773262023926,19,5386,"maryland",NA
"214",-78.1915512084961,39.6830558776855,19,5387,"maryland",NA
"215",-78.2259292602539,39.6715965270996,19,5388,"maryland",NA
"216",-78.2431182861328,39.6544075012207,19,5389,"maryland",NA
"217",-78.2545776367188,39.6372184753418,19,5390,"maryland",NA
"218",-78.2774887084961,39.6257629394531,19,5391,"maryland",NA
"219",-78.3004150390625,39.6257629394531,19,5392,"maryland",NA
"220",-78.3233261108398,39.6314888000488,19,5393,"maryland",NA
"221",-78.3519744873047,39.6372184753418,19,5394,"maryland",NA
"222",-78.3978118896484,39.6142997741699,19,5395,"maryland",NA
"223",-78.4264678955078,39.6257629394531,19,5396,"maryland",NA
"224",-78.4379196166992,39.6257629394531,19,5397,"maryland",NA
"225",-78.4493789672852,39.6142997741699,19,5398,"maryland",NA
"226",-78.4436492919922,39.5971145629883,19,5399,"maryland",NA
"227",-78.4321899414062,39.5856552124023,19,5400,"maryland",NA
