Species,Brain.weight,IT,log_brain_weight,log_it,residuals,Habitat,Preference,brain_it
Agapostemon_sericeus,0.8494999999999999,2.25425,-0.16310733787015044,0.8128173233978789,0.00142934274074047,Agricultural,0.6099,0.3768437396029721
Agapostemon_virescens,1.281,1.7145,0.2476410229145973,0.5391214929208379,0.830497972537467,Agricultural,0.9995,0.7471566054243219
Andrena_carlini,1.558,3.102333333333333,0.4434029474485566,1.1321545165354636,0.06540173803613235,Agricultural,0.6192,0.5022026431718062
Andrena_crataegi,0.7983333333333333,1.9685,-0.22522905780523111,0.6772718314016551,0.1838935787911644,Agricultural,0.7391,0.40555414444162224
Andrena_dunningi,1.2845,2.555875,0.25036953756780117,0.9383946307810812,0.19300620055831716,Agricultural,0.5724,0.5025676138308799
Andrena_hirticincta,1.168,2.667,0.15529288440603525,0.9809542451998772,0.05198512412141044,Agricultural,0.7232,0.43794525684289465
Andrena_milwaukeensis,1.0025,2.286,0.00249688019858714,0.8268035653726189,0.15228208904003945,Agricultural,1e-4,0.4385389326334208
Andrena_miserabilis,0.4545,2.0549999999999997,-0.7885573653646035,0.7202758479481978,-0.3491556647026332,Agricultural,0.1503,0.22116788321167888
Andrena_nasonii,0.3305,1.27,-1.107148619690396,0.23901690047049992,0.0986306776664609,Agricultural,0.891,0.26023622047244094
Andrena_nubecula,0.4155,1.3335,-0.8782726646866342,0.28780706463993183,0.21595327026223524,Agricultural,0,0.31158605174353204
Andrena_pruni,0.6605,1.762125,-0.4147581550197571,0.5665204671089524,0.18839108445493233,Agricultural,0.0163,0.37483152443782364
Andrena_rugosa,0.5153333333333333,1.5451666666666666,-0.6629413385028795,0.43513177939679026,0.17118767605926188,Agricultural,0.0728,0.33351310538237516
Andrena_vicina,1.515,2.7432,0.41541543896133254,1.0091251221665736,0.22771629410498292,Agricultural,0.814,0.5522747156605424
Andrena_wilkella,1.01025,2.286,0.01019782497644587,0.8268035653726189,0.1613888082576362,Agricultural,0.9998,0.44192913385826776
Anthidium_manicatum,2.3458,3.6718,0.8526264951052677,1.3006820050439682,0.07822036690053863,Agricultural,0,0.6388692194563974
Anthidium_oblongatum,1.752571428571429,3.071857142857143,0.5610840971966918,1.1222823112279383,0.09967175907810392,Agricultural,0.0057,0.5705250430172535
Augochlora_pura,0.586,1.9381,-0.5344354894051245,0.6617081117245649,-0.04228050195597634,Agricultural,0.5211,0.3023579794644239
Augochlorella_aurata,0.35225,1.444625,-1.0434141282033471,0.3678497723134684,-0.03179231131269765,Agricultural,1,0.2438349052522281
Augochloropsis_metallica,0.7010000000000001,1.9685,-0.35524739194754684,0.6772718314016551,0.0923193617364117,Agricultural,0.949,0.35610871221742446
Bombus_griseocollis,3.053,4.296833333333334,1.1161247137527408,1.4578783172901866,0.05576439711024817,Agricultural,0.9071,0.7105232535588223
Bombus_impatiens,2.5936666666666666,4.142055555555555,0.9530725759666834,1.4211921756201773,-0.02925675509217283,Agricultural,0.0112,0.626178628431938
Bombus_ternarius,1.987,3.1115,0.6866259635696799,1.1351049250271354,0.18213276450956,Agricultural,0.7297,0.6385987465852483
Bombus_vagans,1.179,2.794,0.16466662155523393,1.02747426083477,-0.11337525370417674,Agricultural,0.9602,0.42197566213314247
Calliopsis_andreniformis,0.365,1.524,-1.0078579253996456,0.42133845726445457,-0.12407763851440563,Agricultural,0.7176,0.239501312335958
Ceratina_calcarata,0.332,1.7061666666666668,-1.1026203100656484,0.5342491387095788,-0.4011600676791975,Agricultural,0.9946,0.19458825827879261
Ceratina_strenua,0.153,0.889,-1.8773173575897015,-0.11765804346823246,-0.06346996002242956,Agricultural,0.0582,0.172103487064117
Colletes_thoracicus,1.5213333333333332,3.2808333333333333,0.4195871433317194,1.1880974551676458,-0.04223186833540664,Agricultural,0.0011,0.46370332740665476
Halictus_confusus,0.4184000000000001,1.7855,-0.8713173662314238,0.5796984880523661,-0.18680541904114323,Agricultural,0.9154,0.23433211985438257
Halictus_ligatus,0.689,2.4988571428571427,-0.37251400796847856,0.9158334844953608,-0.2807084944693034,Agricultural,0.9998,0.27572604619254515
Halictus_rubicundus,0.83875,2.313875,-0.1758425906962455,0.8389236082977121,0.03629616882591752,Agricultural,0.9879,0.36248716979093515
Hylaeus_mesillae,0.34,1.76,-1.0788096613719298,0.5653138090500605,-0.27517006259453264,Agricultural,0.9943,0.1931818181818182
Hylaeus_modestus,0.31,2.08,-1.171182981502945,0.7323678937132266,-0.614171801604386,Agricultural,1e-4,0.14903846153846154
Lasioglossum_coriaceum,0.742,1.905,-0.2984060358147566,0.6444820085786643,0.262658113467063,Agricultural,1,0.38950131233595797
Lasioglossum_leucozonium,0.48,2.216666666666667,-0.7339691750802003,0.7960045659996531,-0.4000668989796644,Agricultural,1,0.21654135338345862
